padecimiento,entidad,sexo,motor_productivo,criterio_seleccion,motores_evaluados,smape_prophet,mase_prophet,smape_ensemble,mase_ensemble,smape_stacking,mase_stacking
Obesidad,Michoacán,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",35.80769101937705,0.7676699769918659,19.925388032565657,0.4448091805375102,34.033176242335486,0.669599491344382
Obesidad,Michoacán,mujeres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",32.627995113520825,0.7585254692472845,21.977662775545085,0.4969700399263088,37.15723415545163,0.7716609914461431
Obesidad,Morelos,general,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",37.12286285534998,1.2044539878978997,14.349568087182094,0.5001428043348374,25.41222602778727,0.8129568358447077
Obesidad,Morelos,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",38.29687429468767,1.1355354114031864,20.81996965122683,0.6114335692396775,26.588436841040817,0.7445557069408124
Obesidad,Morelos,mujeres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",37.33598942320141,1.21242237033502,14.57109839327848,0.5286940280935069,33.88857478153203,1.0734183230881449
Obesidad,México,general,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",41.62970731938664,1.7029565287359216,20.57981195747344,0.7104765272744586,27.18998144105885,0.908561753838546
Obesidad,México,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",39.754854959397434,1.6090345561218125,29.72083167130894,0.8958629190893117,42.12889599822743,1.17984744594975
Obesidad,México,mujeres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",38.6600539829476,1.5600115809085393,23.652836545947103,0.8151228531964612,28.24192568099087,0.9543663018164824
Obesidad,Nacional,general,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",33.691070168229366,1.380636090151378,29.29589246702427,1.230073657367885,38.89453676243735,1.542156977028272
Obesidad,Nacional,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",30.0247635058578,1.2641469209193483,25.691005216283084,1.0663479347791522,38.83081956938748,1.492449854648758
Obesidad,Nacional,mujeres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",32.23534857296744,1.325430484179152,24.589704958305113,1.070247426614806,44.88652102831021,1.7533027232045464
Obesidad,Nayarit,general,Stacking,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",34.08197163927085,0.8483540387457391,30.916048993741907,0.6911624603921489,22.24066682721694,0.5052683021284755
Obesidad,Nayarit,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",35.61489392971251,0.8488994784738203,29.76205305400975,0.6154757454039196,34.37689059399719,0.6992429758446463
Obesidad,Nayarit,mujeres,Stacking,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",35.992331655772276,0.8720203484363984,35.877203165718896,0.7987375788384059,24.310115948526263,0.5537124253661405
Obesidad,Nuevo León,general,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",31.32767281120423,1.1227456077831794,27.325663920086814,1.024012231194432,49.07100308040776,1.6680686869316703
Obesidad,Nuevo León,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",33.86973708218386,1.1912772782421048,20.70307929006325,0.6935239201983788,44.45538696727173,1.3404109928702848
Obesidad,Nuevo León,mujeres,Prophet,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",30.782448134925545,1.0866899992337016,31.258749978095143,1.21551002396941,42.93391936931309,1.5802726347830858
Obesidad,Oaxaca,general,Prophet,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",31.299137578064105,0.7967048291918645,46.135162958779894,1.424987027672974,33.55070122868442,1.0976922956233277
Obesidad,Oaxaca,hombres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",30.949400446001096,0.767937462940826,26.15219015815351,0.870969850903553,34.28684605536235,1.078433433903904
Obesidad,Oaxaca,mujeres,Prophet,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",32.83132054455348,0.8141287839955874,35.30138144785167,1.1485579983475347,35.91443163294537,1.1573387754413922
Obesidad,Puebla,general,Prophet,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",30.793686810312305,0.9427202588186916,33.97653952109815,1.2008216192924406,32.10859957033731,1.11782863970474
Obesidad,Puebla,hombres,Prophet,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",30.50953410740735,0.794239945433626,33.06494394650829,0.9739403022195162,38.63787858161908,1.1801924831576731
Obesidad,Puebla,mujeres,Ensemble,insample_cv_PRELIMINAR_NO_GO,"ensemble,prophet,stacking",31.897335382924695,0.9909440816580792,27.697129526671016,0.9321997218287617,35.26587393384982,1.258315360065544
