Padecimiento,Semana,Fecha,Entidad,incrementos_hombres,incrementos_mujeres,Region,incrementos_total,Superficie_km2,Hombres,Mujeres,Total,region_salud_mental,ratio_h_m,ratio_h_m_cat,tamano_poblacional_predefinido,tamano_poblacional_grupo_percentil,densidad_poblacion,extension_territorial_percentil,densidad_poblacional_percentil
Parkinson,28,2015-07-06,Nuevo León,4,7,Norte,11,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Parkinson,28,2015-07-06,Oaxaca,2,4,Sureste,6,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Parkinson,28,2015-07-06,Puebla,3,4,Centro,7,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Parkinson,28,2015-07-06,Querétaro,0,2,Centro,2,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Parkinson,28,2015-07-06,Quintana Roo,1,0,Sureste,1,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Parkinson,28,2015-07-06,San Luis Potosí,4,3,Occidente,7,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Parkinson,28,2015-07-06,Sinaloa,7,4,Norte,11,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Parkinson,28,2015-07-06,Sonora,3,3,Norte,6,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Parkinson,28,2015-07-06,Tabasco,1,2,Sureste,3,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Parkinson,28,2015-07-06,Tamaulipas,7,1,Norte,8,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Parkinson,28,2015-07-06,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Parkinson,28,2015-07-06,Veracruz,10,8,Sureste,18,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Parkinson,28,2015-07-06,Yucatán,1,6,Sureste,7,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Parkinson,28,2015-07-06,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Parkinson,29,2015-07-13,Aguascalientes,0,1,Occidente,1,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Parkinson,29,2015-07-13,Baja California,4,3,Norte,7,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Parkinson,29,2015-07-13,Baja California Sur,1,0,Norte,1,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Parkinson,29,2015-07-13,Campeche,2,1,Sureste,3,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Parkinson,29,2015-07-13,Chiapas,1,2,Sureste,3,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Parkinson,29,2015-07-13,Chihuahua,1,7,Norte,8,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Parkinson,29,2015-07-13,Ciudad de México,1,3,Centro,4,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Parkinson,29,2015-07-13,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Parkinson,29,2015-07-13,Colima,0,1,Occidente,1,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Parkinson,29,2015-07-13,Durango,1,2,Norte,3,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Parkinson,29,2015-07-13,Guanajuato,2,2,Occidente,4,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Parkinson,29,2015-07-13,Guerrero,3,0,Sureste,3,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Parkinson,29,2015-07-13,Hidalgo,0,3,Centro,3,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Parkinson,29,2015-07-13,Jalisco,11,14,Occidente,25,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Parkinson,29,2015-07-13,Michoacán,1,2,Occidente,3,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Parkinson,29,2015-07-13,Morelos,1,2,Centro,3,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Parkinson,29,2015-07-13,México,4,2,Centro,6,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Parkinson,29,2015-07-13,Nayarit,1,1,Occidente,2,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Parkinson,29,2015-07-13,Nuevo León,2,2,Norte,4,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Parkinson,29,2015-07-13,Oaxaca,4,3,Sureste,7,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Parkinson,29,2015-07-13,Puebla,2,0,Centro,2,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Parkinson,29,2015-07-13,Querétaro,0,1,Centro,1,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Parkinson,29,2015-07-13,Quintana Roo,1,0,Sureste,1,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Parkinson,29,2015-07-13,San Luis Potosí,3,0,Occidente,3,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Parkinson,29,2015-07-13,Sinaloa,2,6,Norte,8,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Parkinson,29,2015-07-13,Sonora,7,14,Norte,21,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Parkinson,29,2015-07-13,Tabasco,1,0,Sureste,1,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Parkinson,29,2015-07-13,Tamaulipas,3,1,Norte,4,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Parkinson,29,2015-07-13,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Parkinson,29,2015-07-13,Veracruz,5,5,Sureste,10,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Parkinson,29,2015-07-13,Yucatán,1,3,Sureste,4,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Parkinson,29,2015-07-13,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Parkinson,30,2015-07-20,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Parkinson,30,2015-07-20,Baja California,2,2,Norte,4,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Parkinson,30,2015-07-20,Baja California Sur,0,2,Norte,2,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Parkinson,30,2015-07-20,Campeche,2,3,Sureste,5,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Parkinson,30,2015-07-20,Chiapas,4,2,Sureste,6,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Parkinson,30,2015-07-20,Chihuahua,4,0,Norte,4,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Parkinson,30,2015-07-20,Ciudad de México,12,4,Centro,16,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Parkinson,30,2015-07-20,Coahuila,1,1,Norte,2,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Parkinson,30,2015-07-20,Colima,0,1,Occidente,1,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Parkinson,30,2015-07-20,Durango,1,2,Norte,3,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Parkinson,30,2015-07-20,Guanajuato,1,2,Occidente,3,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Parkinson,30,2015-07-20,Guerrero,2,0,Sureste,2,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Parkinson,30,2015-07-20,Hidalgo,3,2,Centro,5,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Parkinson,30,2015-07-20,Jalisco,8,8,Occidente,16,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Parkinson,30,2015-07-20,Michoacán,4,5,Occidente,9,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Parkinson,30,2015-07-20,Morelos,1,1,Centro,2,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Parkinson,30,2015-07-20,México,5,5,Centro,10,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Parkinson,30,2015-07-20,Nayarit,2,0,Occidente,2,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Parkinson,30,2015-07-20,Nuevo León,2,3,Norte,5,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Parkinson,30,2015-07-20,Oaxaca,2,1,Sureste,3,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Parkinson,30,2015-07-20,Puebla,3,3,Centro,6,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Parkinson,30,2015-07-20,Querétaro,3,0,Centro,3,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Parkinson,30,2015-07-20,Quintana Roo,0,0,Sureste,0,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Parkinson,30,2015-07-20,San Luis Potosí,1,1,Occidente,2,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Parkinson,30,2015-07-20,Sinaloa,3,5,Norte,8,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Parkinson,30,2015-07-20,Sonora,3,4,Norte,7,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Parkinson,30,2015-07-20,Tabasco,1,0,Sureste,1,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Parkinson,30,2015-07-20,Tamaulipas,4,2,Norte,6,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Parkinson,30,2015-07-20,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Parkinson,30,2015-07-20,Veracruz,11,5,Sureste,16,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Parkinson,30,2015-07-20,Yucatán,1,0,Sureste,1,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Parkinson,30,2015-07-20,Zacatecas,1,0,Occidente,1,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Parkinson,31,2015-07-27,Aguascalientes,0,2,Occidente,2,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Parkinson,31,2015-07-27,Baja California,1,0,Norte,1,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Parkinson,31,2015-07-27,Baja California Sur,2,1,Norte,3,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Parkinson,31,2015-07-27,Campeche,3,0,Sureste,3,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Parkinson,31,2015-07-27,Chiapas,3,0,Sureste,3,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Parkinson,31,2015-07-27,Chihuahua,1,0,Norte,1,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Parkinson,31,2015-07-27,Ciudad de México,4,6,Centro,10,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Parkinson,31,2015-07-27,Coahuila,3,3,Norte,6,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Parkinson,31,2015-07-27,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Parkinson,31,2015-07-27,Durango,5,4,Norte,9,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Parkinson,31,2015-07-27,Guanajuato,2,0,Occidente,2,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Parkinson,31,2015-07-27,Guerrero,3,3,Sureste,6,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Parkinson,31,2015-07-27,Hidalgo,0,5,Centro,5,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Parkinson,31,2015-07-27,Jalisco,17,4,Occidente,21,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Parkinson,31,2015-07-27,Michoacán,1,1,Occidente,2,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Parkinson,31,2015-07-27,Morelos,0,3,Centro,3,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Parkinson,31,2015-07-27,México,4,3,Centro,7,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Parkinson,31,2015-07-27,Nayarit,1,1,Occidente,2,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Parkinson,31,2015-07-27,Nuevo León,6,6,Norte,12,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Parkinson,31,2015-07-27,Oaxaca,7,4,Sureste,11,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Parkinson,31,2015-07-27,Puebla,4,5,Centro,9,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Parkinson,31,2015-07-27,Querétaro,1,1,Centro,2,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Parkinson,31,2015-07-27,Quintana Roo,0,0,Sureste,0,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Parkinson,31,2015-07-27,San Luis Potosí,1,0,Occidente,1,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Parkinson,31,2015-07-27,Sinaloa,5,8,Norte,13,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Parkinson,31,2015-07-27,Sonora,1,2,Norte,3,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Parkinson,31,2015-07-27,Tabasco,1,0,Sureste,1,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Parkinson,31,2015-07-27,Tamaulipas,2,5,Norte,7,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Parkinson,31,2015-07-27,Tlaxcala,2,1,Centro,3,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Parkinson,31,2015-07-27,Veracruz,9,5,Sureste,14,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Parkinson,31,2015-07-27,Yucatán,0,0,Sureste,0,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Parkinson,31,2015-07-27,Zacatecas,0,1,Occidente,1,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Parkinson,32,2015-08-03,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Parkinson,32,2015-08-03,Baja California,1,2,Norte,3,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Parkinson,32,2015-08-03,Baja California Sur,1,1,Norte,2,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Parkinson,32,2015-08-03,Campeche,3,0,Sureste,3,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Parkinson,32,2015-08-03,Chiapas,1,2,Sureste,3,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Parkinson,32,2015-08-03,Chihuahua,3,5,Norte,8,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Parkinson,32,2015-08-03,Ciudad de México,9,2,Centro,11,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Parkinson,32,2015-08-03,Coahuila,7,13,Norte,20,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Parkinson,32,2015-08-03,Colima,0,1,Occidente,1,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Parkinson,32,2015-08-03,Durango,1,4,Norte,5,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Parkinson,32,2015-08-03,Guanajuato,2,3,Occidente,5,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Parkinson,32,2015-08-03,Guerrero,1,1,Sureste,2,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Parkinson,32,2015-08-03,Hidalgo,3,3,Centro,6,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Parkinson,32,2015-08-03,Jalisco,8,7,Occidente,15,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Parkinson,32,2015-08-03,Michoacán,4,2,Occidente,6,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Parkinson,32,2015-08-03,Morelos,0,2,Centro,2,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Parkinson,32,2015-08-03,México,8,4,Centro,12,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Parkinson,32,2015-08-03,Nayarit,0,0,Occidente,0,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Parkinson,32,2015-08-03,Nuevo León,1,4,Norte,5,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Parkinson,32,2015-08-03,Oaxaca,5,1,Sureste,6,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Parkinson,32,2015-08-03,Puebla,19,38,Centro,57,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
