Padecimiento,Semana,Fecha,Entidad,incrementos_hombres,incrementos_mujeres,Region,incrementos_total,Superficie_km2,Hombres,Mujeres,Total,region_salud_mental,ratio_h_m,ratio_h_m_cat,tamano_poblacional_predefinido,tamano_poblacional_grupo_percentil,densidad_poblacion,extension_territorial_percentil,densidad_poblacional_percentil
Alzheimer,1,2013-12-30,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,Baja California,0,0,Norte,0,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,1,2013-12-30,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,1,2013-12-30,Campeche,0,0,Sureste,0,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,1,2013-12-30,Chiapas,0,0,Sureste,0,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,1,2013-12-30,Chihuahua,0,0,Norte,0,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,1,2013-12-30,Ciudad de México,0,0,Centro,0,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,1,2013-12-30,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,1,2013-12-30,Durango,0,0,Norte,0,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,1,2013-12-30,Guanajuato,0,1,Occidente,1,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,1,2013-12-30,Guerrero,0,0,Sureste,0,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,1,2013-12-30,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,1,2013-12-30,Jalisco,0,0,Occidente,0,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,1,2013-12-30,Michoacán,0,0,Occidente,0,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,1,2013-12-30,Morelos,0,0,Centro,0,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,México,0,0,Centro,0,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,Nayarit,0,0,Occidente,0,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,1,2013-12-30,Nuevo León,0,0,Norte,0,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,1,2013-12-30,Oaxaca,0,0,Sureste,0,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,1,2013-12-30,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,1,2013-12-30,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,Quintana Roo,0,0,Sureste,0,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,1,2013-12-30,San Luis Potosí,0,0,Occidente,0,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,1,2013-12-30,Sinaloa,0,1,Norte,1,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,1,2013-12-30,Sonora,0,0,Norte,0,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,1,2013-12-30,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,1,2013-12-30,Tamaulipas,0,0,Norte,0,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,1,2013-12-30,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,1,2013-12-30,Veracruz,0,0,Sureste,0,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,1,2013-12-30,Yucatán,2,0,Sureste,2,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,1,2013-12-30,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,2,2014-01-06,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,Baja California,1,5,Norte,6,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,2,2014-01-06,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,2,2014-01-06,Campeche,0,0,Sureste,0,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,2,2014-01-06,Chiapas,0,0,Sureste,0,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,2,2014-01-06,Chihuahua,0,2,Norte,2,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,2,2014-01-06,Ciudad de México,1,0,Centro,1,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,2,2014-01-06,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,2,2014-01-06,Durango,0,0,Norte,0,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,2,2014-01-06,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,2,2014-01-06,Guerrero,0,0,Sureste,0,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,2,2014-01-06,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,2,2014-01-06,Jalisco,0,0,Occidente,0,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,2,2014-01-06,Michoacán,1,1,Occidente,2,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,2,2014-01-06,Morelos,0,0,Centro,0,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,México,0,0,Centro,0,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,Nayarit,0,2,Occidente,2,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,2,2014-01-06,Nuevo León,1,2,Norte,3,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,2,2014-01-06,Oaxaca,1,0,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,2,2014-01-06,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,2,2014-01-06,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,Quintana Roo,1,0,Sureste,1,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,2,2014-01-06,San Luis Potosí,0,0,Occidente,0,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,2,2014-01-06,Sinaloa,0,2,Norte,2,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,2,2014-01-06,Sonora,3,1,Norte,4,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,2,2014-01-06,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,2,2014-01-06,Tamaulipas,1,1,Norte,2,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,2,2014-01-06,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,2,2014-01-06,Veracruz,1,0,Sureste,1,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,2,2014-01-06,Yucatán,1,1,Sureste,2,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,2,2014-01-06,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,3,2014-01-13,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,Baja California,0,1,Norte,1,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,3,2014-01-13,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,3,2014-01-13,Campeche,1,0,Sureste,1,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,3,2014-01-13,Chiapas,1,0,Sureste,1,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,3,2014-01-13,Chihuahua,1,1,Norte,2,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,3,2014-01-13,Ciudad de México,0,0,Centro,0,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,3,2014-01-13,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,3,2014-01-13,Durango,0,0,Norte,0,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,3,2014-01-13,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,3,2014-01-13,Guerrero,0,1,Sureste,1,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,3,2014-01-13,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,3,2014-01-13,Jalisco,0,1,Occidente,1,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,3,2014-01-13,Michoacán,1,1,Occidente,2,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,3,2014-01-13,Morelos,0,0,Centro,0,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,México,5,6,Centro,11,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,Nayarit,0,0,Occidente,0,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,3,2014-01-13,Nuevo León,3,3,Norte,6,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,3,2014-01-13,Oaxaca,1,0,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,3,2014-01-13,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,3,2014-01-13,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,Quintana Roo,0,1,Sureste,1,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,3,2014-01-13,San Luis Potosí,1,0,Occidente,1,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,3,2014-01-13,Sinaloa,3,3,Norte,6,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,3,2014-01-13,Sonora,3,0,Norte,3,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,3,2014-01-13,Tabasco,0,1,Sureste,1,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,3,2014-01-13,Tamaulipas,1,4,Norte,5,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,3,2014-01-13,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,3,2014-01-13,Veracruz,0,2,Sureste,2,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,3,2014-01-13,Yucatán,0,1,Sureste,1,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,3,2014-01-13,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,4,2014-01-20,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,Baja California,0,3,Norte,3,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,4,2014-01-20,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,4,2014-01-20,Campeche,0,1,Sureste,1,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,4,2014-01-20,Chiapas,0,1,Sureste,1,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,4,2014-01-20,Chihuahua,0,2,Norte,2,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,4,2014-01-20,Ciudad de México,2,2,Centro,4,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,4,2014-01-20,Colima,0,2,Occidente,2,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,4,2014-01-20,Durango,0,0,Norte,0,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,4,2014-01-20,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,4,2014-01-20,Guerrero,0,0,Sureste,0,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,4,2014-01-20,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,4,2014-01-20,Jalisco,0,0,Occidente,0,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,4,2014-01-20,Michoacán,1,0,Occidente,1,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,4,2014-01-20,Morelos,0,1,Centro,1,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,México,5,1,Centro,6,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,Nayarit,0,1,Occidente,1,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,4,2014-01-20,Nuevo León,2,1,Norte,3,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,4,2014-01-20,Oaxaca,1,0,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,4,2014-01-20,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,4,2014-01-20,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,Quintana Roo,0,0,Sureste,0,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,4,2014-01-20,San Luis Potosí,0,1,Occidente,1,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,4,2014-01-20,Sinaloa,1,2,Norte,3,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,4,2014-01-20,Sonora,2,3,Norte,5,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,4,2014-01-20,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,4,2014-01-20,Tamaulipas,0,1,Norte,1,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,4,2014-01-20,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,4,2014-01-20,Veracruz,0,0,Sureste,0,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,4,2014-01-20,Yucatán,0,0,Sureste,0,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,4,2014-01-20,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,5,2014-01-27,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,Baja California,1,3,Norte,4,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
