padecimiento,sexo,rmse,mae,mape,mase,mape_confiable,seasonality_mode,changepoint_prior_scale,seasonality_prior_scale,nivel,confianza,promedio_semanal,tiempo_cv_seg,tiempo_train_seg,tiempo_total_seg,poblacion,normalizado,archivo_modelo,Entidad
Depresión,incrementos_mujeres,0.3710736334772764,0.29885125771261656,26.712805381109572,0.8423978208557645,True,multiplicative,0.01,0.5,regional,normal,38.7,160.8,2.9,163.7,1235456,True,Prophet_Depresion_Nayarit_mujeres.pkl,Nayarit
Depresión,incrementos_total,0.3641415286474647,0.2911974268018354,20.150414025468336,0.8099093108736134,True,multiplicative,0.01,0.1,regional,normal,52.74,159.0,2.6,161.6,1235456,True,Prophet_Depresion_Nayarit_general.pkl,Nayarit
Depresión,incrementos_hombres,0.09952719261352878,0.07818251796315845,26.452293491612952,0.8003384627512509,True,additive,0.01,0.025,regional,normal,19.88,152.3,2.6,154.9,5784442,True,Prophet_Depresion_Nuevo_Leon_hombres.pkl,Nuevo León
Depresión,incrementos_mujeres,0.16001671052791452,0.12225009236515635,17.738524288955194,0.7804168389070231,True,additive,0.01,0.5,regional,normal,56.5,147.2,1.5,148.7,5784442,True,Prophet_Depresion_Nuevo_Leon_mujeres.pkl,Nuevo León
Depresión,incrementos_total,0.17107119915126315,0.13280094023039854,15.284992543757998,0.7433504238951699,True,additive,0.01,0.5,regional,normal,76.38,155.0,1.5,156.5,5784442,True,Prophet_Depresion_Nuevo_Leon_general.pkl,Nuevo León
Depresión,incrementos_hombres,0.10501774267241386,0.08483493614494643,256.53994101230774,0.927082798042111,True,additive,0.05,0.5,regional,normal,8.47,150.3,2.2,152.5,4132148,True,Prophet_Depresion_Oaxaca_hombres.pkl,Oaxaca
Depresión,incrementos_mujeres,0.1694881640182425,0.1398650094720277,40.48502531738505,0.8107652897798167,True,additive,0.03,0.1,regional,normal,22.5,124.2,2.6,126.8,4132148,True,Prophet_Depresion_Oaxaca_mujeres.pkl,Oaxaca
Depresión,incrementos_total,0.19228631801418672,0.15635559805855906,34.08393482912957,0.775045930375877,True,additive,0.05,0.5,regional,normal,30.98,127.3,2.4,129.7,4132148,True,Prophet_Depresion_Oaxaca_general.pkl,Oaxaca
Depresión,incrementos_hombres,0.13821687216492248,0.11079272676094416,392.62482051576944,0.9649257924359406,True,multiplicative,0.01,0.025,regional,normal,17.09,134.4,1.7,136.1,6583278,True,Prophet_Depresion_Puebla_hombres.pkl,Puebla
Depresión,incrementos_mujeres,0.22586941007131991,0.1741847591733746,242.47389377183262,0.9223840010533922,True,multiplicative,0.01,0.05,regional,normal,43.59,137.1,1.5,138.6,6583278,True,Prophet_Depresion_Puebla_mujeres.pkl,Puebla
Depresión,incrementos_total,0.25357266481595053,0.19948315443358736,34.78510988341029,0.8788715077618235,True,multiplicative,0.01,0.025,regional,normal,60.68,137.9,1.8,139.7,6583278,True,Prophet_Depresion_Puebla_general.pkl,Puebla
Depresión,incrementos_hombres,0.08743926970279413,0.07110079770512104,391.1987198630066,0.7789769056852486,True,multiplicative,0.03,0.05,regional,normal,3.88,135.0,2.0,137.0,2368467,True,Prophet_Depresion_Queretaro_hombres.pkl,Querétaro
Depresión,incrementos_mujeres,0.18570696292291897,0.14293123173269495,35.304173130842685,0.8303445124814489,True,additive,0.01,0.5,regional,normal,13.38,150.7,2.8,153.5,2368467,True,Prophet_Depresion_Queretaro_mujeres.pkl,Querétaro
Depresión,incrementos_total,0.1962213012156962,0.151201155639787,28.145776665258975,0.7849252907322366,True,additive,0.01,0.025,regional,normal,17.27,154.7,2.2,156.9,2368467,True,Prophet_Depresion_Queretaro_general.pkl,Querétaro
Depresión,incrementos_hombres,0.14940839384574447,0.1167065092197519,184.29382516345223,0.7964815512739533,True,multiplicative,0.01,0.05,regional,normal,5.97,134.0,1.4,135.5,1857985,True,Prophet_Depresion_Quintana_Roo_hombres.pkl,Quintana Roo
Depresión,incrementos_mujeres,0.19657749423063128,0.15910555935750864,25.18620363593391,0.6310868758810458,True,multiplicative,0.01,0.025,regional,normal,17.87,146.8,2.8,149.6,1857985,True,Prophet_Depresion_Quintana_Roo_mujeres.pkl,Quintana Roo
Depresión,incrementos_total,0.21997820057039602,0.17634010967128352,22.4852425147041,0.6415137420118955,True,multiplicative,0.01,0.05,regional,normal,23.84,146.7,1.8,148.5,1857985,True,Prophet_Depresion_Quintana_Roo_general.pkl,Quintana Roo
Depresión,incrementos_hombres,0.14096764311281426,0.11330406577437782,311.9045730773858,0.7169948173258661,True,additive,0.01,0.1,regional,normal,13.67,141.1,1.8,142.8,2822255,True,Prophet_Depresion_San_Luis_Potosi_hombres.pkl,San Luis Potosí
Depresión,incrementos_mujeres,0.18726126254960399,0.15219324657929967,19.331682837071195,0.7663607330787714,True,multiplicative,0.01,0.025,regional,normal,41.63,156.3,2.1,158.3,2822255,True,Prophet_Depresion_San_Luis_Potosi_mujeres.pkl,San Luis Potosí
Depresión,incrementos_total,0.20577383429627435,0.16887353167345406,17.289042497090303,0.7801923453564941,True,multiplicative,0.01,0.025,regional,normal,55.29,152.1,2.0,154.1,2822255,True,Prophet_Depresion_San_Luis_Potosi_general.pkl,San Luis Potosí
Depresión,incrementos_hombres,0.1456558403865665,0.11979673235097231,304.3332503842448,0.7767463988539417,True,multiplicative,0.01,0.025,regional,normal,18.64,129.5,1.8,131.2,3026943,True,Prophet_Depresion_Sinaloa_hombres.pkl,Sinaloa
Depresión,incrementos_mujeres,0.2032599615702694,0.15874742007814238,17.108151875244673,0.7367053929771629,True,additive,0.03,0.5,regional,normal,57.82,140.6,1.5,142.1,3026943,True,Prophet_Depresion_Sinaloa_mujeres.pkl,Sinaloa
Depresión,incrementos_total,0.2201659870153277,0.1786786481973184,15.477183595705954,0.7835339583545358,True,additive,0.03,0.025,regional,normal,76.47,148.9,2.1,151.0,3026943,True,Prophet_Depresion_Sinaloa_general.pkl,Sinaloa
Depresión,incrementos_hombres,0.153684375621457,0.12345450237362122,40.53800864417495,0.9179382882648047,True,multiplicative,0.05,0.1,regional,normal,12.26,125.2,1.9,127.2,2944840,True,Prophet_Depresion_Sonora_hombres.pkl,Sonora
Depresión,incrementos_mujeres,0.24615333400233083,0.2051475865223258,23.192159257542876,0.9827958771927461,True,multiplicative,0.01,0.05,regional,normal,39.49,119.2,2.3,121.5,2944840,True,Prophet_Depresion_Sonora_mujeres.pkl,Sonora
Depresión,incrementos_total,0.2693316603529086,0.22627761270042596,21.255765339595275,1.0036917863469115,True,multiplicative,0.01,0.05,regional,normal,51.74,120.3,2.1,122.3,2944840,True,Prophet_Depresion_Sonora_general.pkl,Sonora
Depresión,incrementos_hombres,0.25056915758370873,0.20304027310759284,177.1915218842758,1.1162688390825342,True,additive,0.05,0.05,regional,normal,12.87,202.2,2.4,204.6,2402598,True,Prophet_Depresion_Tabasco_hombres.pkl,Tabasco
Depresión,incrementos_mujeres,0.30524421105073063,0.24979881478863655,31.685785396564622,0.9149249821323957,True,additive,0.05,0.025,regional,normal,32.87,202.9,2.9,205.8,2402598,True,Prophet_Depresion_Tabasco_mujeres.pkl,Tabasco
Depresión,incrementos_total,0.33262118665731505,0.26717179824202936,25.455867550375405,0.862125079145197,True,additive,0.03,0.025,regional,normal,45.74,200.6,2.9,203.5,2402598,True,Prophet_Depresion_Tabasco_general.pkl,Tabasco
Depresión,incrementos_hombres,0.14245946334857357,0.11104846096704225,31.476060646058833,0.6649196209398242,True,multiplicative,0.03,0.1,regional,normal,23.96,130.2,1.5,131.6,3527735,True,Prophet_Depresion_Tamaulipas_hombres.pkl,Tamaulipas
Depresión,incrementos_mujeres,0.17453532309518976,0.13852140946429511,15.549768225423877,0.6877314516126825,True,additive,0.03,0.025,regional,normal,56.14,125.7,1.2,126.9,3527735,True,Prophet_Depresion_Tamaulipas_mujeres.pkl,Tamaulipas
Depresión,incrementos_total,0.1970197148347916,0.15572075901999052,15.111346164406074,0.6992000545908776,True,multiplicative,0.01,0.1,regional,normal,80.1,130.4,2.0,132.4,3527735,True,Prophet_Depresion_Tamaulipas_general.pkl,Tamaulipas
Depresión,incrementos_hombres,0.1544070794234937,0.12824109779738968,522.5543500836974,0.982033451686945,True,multiplicative,0.01,0.025,regional,normal,3.47,102.6,1.5,104.1,1342977,True,Prophet_Depresion_Tlaxcala_hombres.pkl,Tlaxcala
Depresión,incrementos_mujeres,0.23127300998205344,0.18395446236404744,27.344925236914005,0.8822223778725855,True,additive,0.01,0.025,regional,normal,11.6,113.2,1.5,114.8,1342977,True,Prophet_Depresion_Tlaxcala_mujeres.pkl,Tlaxcala
Depresión,incrementos_total,0.23838403959551974,0.19329120736450928,23.548024302305254,0.8351398937043193,True,multiplicative,0.01,0.05,regional,normal,15.07,101.0,1.1,102.1,1342977,True,Prophet_Depresion_Tlaxcala_general.pkl,Tlaxcala
Depresión,incrementos_hombres,0.08485677234660725,0.06598146247880428,27.002726879382426,0.7165764699960262,True,multiplicative,0.03,0.05,regional,normal,25.64,122.1,1.1,123.2,8062579,True,Prophet_Depresion_Veracruz_hombres.pkl,Veracruz
Depresión,incrementos_mujeres,0.16217106725049965,0.12067347034331236,26.093659670998417,0.6858804780830358,True,multiplicative,0.05,0.1,regional,normal,82.33,118.8,1.0,119.8,8062579,True,Prophet_Depresion_Veracruz_mujeres.pkl,Veracruz
Depresión,incrementos_total,0.17775181652629155,0.12727532678966144,19.647757497023413,0.6548065993906798,True,additive,0.05,0.1,regional,normal,107.98,112.8,1.3,114.0,8062579,True,Prophet_Depresion_Veracruz_general.pkl,Veracruz
Depresión,incrementos_hombres,0.18486889195758902,0.15070594361560216,34.610584396662354,0.9986763728211031,True,additive,0.05,0.05,regional,normal,8.98,105.7,0.9,106.6,2320898,True,Prophet_Depresion_Yucatan_hombres.pkl,Yucatán
Depresión,incrementos_mujeres,0.24973350111463857,0.2054124592613884,20.807323562402782,0.8355027258879486,True,additive,0.03,0.5,regional,normal,29.76,107.8,0.9,108.6,2320898,True,Prophet_Depresion_Yucatan_mujeres.pkl,Yucatán
Depresión,incrementos_total,0.28265122260212655,0.23185143909549227,19.013486181661808,0.8407201459817062,True,additive,0.03,0.1,regional,normal,38.75,104.5,0.7,105.2,2320898,True,Prophet_Depresion_Yucatan_general.pkl,Yucatán
Depresión,incrementos_hombres,0.16491915445730423,0.13796682234115837,170.34386099710986,0.897302283066523,True,multiplicative,0.01,0.025,regional,normal,7.68,89.1,0.7,89.8,1622138,True,Prophet_Depresion_Zacatecas_hombres.pkl,Zacatecas
Depresión,incrementos_mujeres,0.2225921559509916,0.18297382125416314,19.309746590387526,0.8409712421207194,True,multiplicative,0.01,0.1,regional,normal,24.28,88.2,0.6,88.8,1622138,True,Prophet_Depresion_Zacatecas_mujeres.pkl,Zacatecas
Depresión,incrementos_total,0.244856664904639,0.20346781671763517,18.501671347871984,0.8912553642839356,True,multiplicative,0.01,0.05,regional,normal,31.95,87.5,0.6,88.2,1622138,True,Prophet_Depresion_Zacatecas_general.pkl,Zacatecas
