ds,Total,y_original,y
2013-12-30,1235456,0,0.0
2014-01-06,1235456,12,0.6786938752954784
2014-01-13,1235456,12,0.6786938752954784
2014-01-20,1235456,35,1.3436378934191004
2014-01-27,1235456,21,0.9931692689545867
2014-02-03,1235456,24,1.079294417460036
2014-02-10,1235456,25,1.1064297667857523
2014-02-17,1235456,7,0.44890282493300804
2014-02-24,1235456,21,0.9931692689545867
2014-03-03,1235456,17,0.8654226747808708
2014-03-10,1235456,28,1.183679173788784
2014-03-17,1235456,13,0.7189333698229206
2014-03-24,1235456,18,0.8989215276421973
2014-03-31,1235456,14,0.7576160893492291
2014-04-07,1235456,19,0.9313344853525864
2014-04-14,1235456,7,0.44890282493300804
2014-04-21,1235456,25,1.1064297667857523
2014-04-28,1235456,24,1.079294417460036
2014-05-05,1235456,15,0.7948580168812955
2014-05-12,1235456,21,0.9931692689545867
2014-05-19,1235456,22,1.0227095352551039
2014-05-26,1235456,32,1.2781902962651086
2014-06-02,1235456,30,1.2320508637513456
2014-06-09,1235456,28,1.183679173788784
2014-06-16,1235456,19,0.9313344853525864
2014-06-23,1235456,19,0.9313344853525864
2014-06-30,1235456,20,0.9627297435878488
2014-07-07,1235456,35,1.3436378934191004
2014-07-14,1235456,26,1.1328481998743254
2014-07-21,1235456,32,1.2781902962651086
2014-07-28,1235456,20,0.9627297435878488
2014-08-04,1235456,19,0.9313344853525864
2014-08-11,1235456,33,1.3004854970798108
2014-08-18,1235456,17,0.8654226747808708
2014-08-25,1235456,44,1.517637934321305
2014-09-01,1235456,39,1.4247285090744657
2014-09-08,1235456,24,1.079294417460036
2014-09-15,1235456,20,0.9627297435878488
2014-09-22,1235456,26,1.1328481998743254
2014-09-29,1235456,30,1.2320508637513456
2014-10-06,1235456,21,0.9931692689545867
2014-10-13,1235456,28,1.183679173788784
2014-10-20,1235456,30,1.2320508637513456
2014-10-27,1235456,35,1.3436378934191004
2014-11-03,1235456,21,0.9931692689545867
2014-11-10,1235456,28,1.183679173788784
2014-11-17,1235456,17,0.8654226747808708
2014-11-24,1235456,23,1.0514021540857519
2014-12-01,1235456,11,0.6367670284333944
2014-12-08,1235456,12,0.6786938752954784
2014-12-15,1235456,12,0.6786938752954784
2014-12-22,1235456,7,0.44890282493300804
2014-12-29,2470912,22,1.0227095352551039
2015-01-05,1235456,8,0.4992797397165064
2015-01-12,1235456,8,0.4992797397165064
2015-01-19,1235456,20,0.9627297435878488
2015-01-26,1235456,22,1.0227095352551039
2015-02-02,1235456,27,1.1585866255555544
2015-02-09,1235456,20,0.9627297435878488
2015-02-16,1235456,21,0.9931692689545867
2015-02-23,1235456,22,1.0227095352551039
2015-03-02,1235456,12,0.6786938752954784
2015-03-09,1235456,20,0.9627297435878488
2015-03-16,1235456,11,0.6367670284333944
2015-03-23,1235456,22,1.0227095352551039
2015-03-30,1235456,32,1.2781902962651086
2015-04-06,1235456,19,0.9313344853525864
2015-04-13,1235456,21,0.9931692689545867
2015-04-20,1235456,19,0.9313344853525864
2015-04-27,1235456,27,1.1585866255555544
2015-05-04,1235456,29,1.208157467808869
2015-05-11,1235456,51,1.6347216595399414
2015-05-18,1235456,36,1.3645353040639678
2015-05-25,1235456,18,0.8989215276421973
2015-06-01,1235456,29,1.208157467808869
2015-06-08,1235456,29,1.208157467808869
2015-06-15,1235456,35,1.3436378934191004
2015-06-22,1235456,49,1.60264427032881
2015-06-29,1235456,10,0.5930051014002581
2015-07-06,1235456,22,1.0227095352551039
2015-07-13,1235456,26,1.1328481998743254
2015-07-20,1235456,33,1.3004854970798108
2015-07-27,1235456,21,0.9931692689545867
2015-08-03,1235456,10,0.5930051014002581
2015-08-10,1235456,17,0.8654226747808708
2015-08-17,1235456,30,1.2320508637513456
2015-08-24,1235456,18,0.8989215276421973
2015-08-31,1235456,26,1.1328481998743254
2015-09-07,1235456,21,0.9931692689545867
2015-09-14,1235456,23,1.0514021540857519
2015-09-21,1235456,21,0.9931692689545867
2015-09-28,1235456,13,0.7189333698229206
2015-10-05,1235456,23,1.0514021540857519
2015-10-12,1235456,21,0.9931692689545867
2015-10-19,1235456,13,0.7189333698229206
2015-10-26,1235456,13,0.7189333698229206
2015-11-02,1235456,28,1.183679173788784
2015-11-09,1235456,36,1.3645353040639678
2015-11-16,1235456,27,1.1585866255555544
2015-11-23,1235456,22,1.0227095352551039
2015-11-30,1235456,15,0.7948580168812955
2015-12-07,1235456,21,0.9931692689545867
2015-12-14,1235456,12,0.6786938752954784
2015-12-21,1235456,4,0.28048153184640084
2016-01-04,1235456,26,1.1328481998743254
2016-01-11,1235456,18,0.8989215276421973
2016-01-18,1235456,23,1.0514021540857519
2016-01-25,1235456,22,1.0227095352551039
2016-02-01,1235456,12,0.6786938752954784
2016-02-08,1235456,22,1.0227095352551039
2016-02-15,1235456,27,1.1585866255555544
2016-02-22,1235456,17,0.8654226747808708
2016-02-29,1235456,28,1.183679173788784
2016-03-07,1235456,11,0.6367670284333944
2016-03-14,1235456,23,1.0514021540857519
2016-03-21,1235456,19,0.9313344853525864
2016-03-28,1235456,16,0.8307626381058754
2016-04-04,1235456,24,1.079294417460036
2016-04-11,1235456,20,0.9627297435878488
2016-04-18,1235456,32,1.2781902962651086
2016-04-25,1235456,20,0.9627297435878488
2016-05-02,1235456,20,0.9627297435878488
2016-05-09,1235456,34,1.3222944433553963
2016-05-16,1235456,34,1.3222944433553963
2016-05-23,1235456,36,1.3645353040639678
2016-05-30,1235456,25,1.1064297667857523
2016-06-06,1235456,18,0.8989215276421973
2016-06-13,1235456,26,1.1328481998743254
2016-06-20,1235456,24,1.079294417460036
2016-06-27,1235456,26,1.1328481998743254
2016-07-04,1235456,20,0.9627297435878488
2016-07-11,1235456,23,1.0514021540857519
2016-07-18,1235456,32,1.2781902962651086
2016-07-25,1235456,21,0.9931692689545867
2016-08-01,1235456,16,0.8307626381058754
2016-08-08,1235456,32,1.2781902962651086
2016-08-15,1235456,31,1.2553866623115455
2016-08-22,1235456,31,1.2553866623115455
2016-08-29,1235456,27,1.1585866255555544
2016-09-05,1235456,29,1.208157467808869
2016-09-12,1235456,17,0.8654226747808708
2016-09-19,1235456,31,1.2553866623115455
2016-09-26,1235456,32,1.2781902962651086
2016-10-03,1235456,31,1.2553866623115455
2016-10-10,1235456,31,1.2553866623115455
2016-10-17,1235456,17,0.8654226747808708
2016-10-24,1235456,16,0.8307626381058754
2016-10-31,1235456,19,0.9313344853525864
2016-11-07,1235456,27,1.1585866255555544
2016-11-14,1235456,20,0.9627297435878488
2016-11-21,1235456,21,0.9931692689545867
2016-11-28,1235456,23,1.0514021540857519
2016-12-05,1235456,30,1.2320508637513456
2016-12-12,1235456,19,0.9313344853525864
2016-12-19,1235456,10,0.5930051014002581
2016-12-26,1235456,14,0.7576160893492291
2017-01-02,1235456,16,0.8307626381058754
2017-01-09,1235456,20,0.9627297435878488
2017-01-16,1235456,19,0.9313344853525864
2017-01-23,1235456,22,1.0227095352551039
2017-01-30,1235456,19,0.9313344853525864
2017-02-06,1235456,22,1.0227095352551039
2017-02-13,1235456,31,1.2553866623115455
2017-02-20,1235456,34,1.3222944433553963
2017-02-27,1235456,20,0.9627297435878488
2017-03-06,1235456,34,1.3222944433553963
2017-03-13,1235456,30,1.2320508637513456
2017-03-20,1235456,13,0.7189333698229206
2017-03-27,1235456,23,1.0514021540857519
2017-04-03,1235456,27,1.1585866255555544
2017-04-10,1235456,16,0.8307626381058754
2017-04-17,1235456,30,1.2320508637513456
2017-04-24,1235456,17,0.8654226747808708
2017-05-01,1235456,24,1.079294417460036
2017-05-08,1235456,22,1.0227095352551039
2017-05-15,1235456,38,1.40506395540714
2017-05-22,1235456,34,1.3222944433553963
2017-05-29,1235456,34,1.3222944433553963
2017-06-05,1235456,45,1.5352271264900097
2017-06-12,1235456,21,0.9931692689545867
2017-06-19,1235456,20,0.9627297435878488
2017-06-26,1235456,30,1.2320508637513456
2017-07-03,1235456,28,1.183679173788784
2017-07-10,1235456,38,1.40506395540714
2017-07-17,1235456,23,1.0514021540857519
2017-07-24,1235456,27,1.1585866255555544
2017-07-31,1235456,20,0.9627297435878488
2017-08-07,1235456,22,1.0227095352551039
2017-08-14,1235456,22,1.0227095352551039
2017-08-21,1235456,16,0.8307626381058754
2017-08-28,1235456,28,1.183679173788784
2017-09-04,1235456,20,0.9627297435878488
2017-09-11,1235456,34,1.3222944433553963
2017-09-18,1235456,32,1.2781902962651086
2017-09-25,1235456,20,0.9627297435878488
2017-10-02,1235456,24,1.079294417460036
2017-10-09,1235456,21,0.9931692689545867
2017-10-16,1235456,32,1.2781902962651086
2017-10-23,1235456,21,0.9931692689545867
2017-10-30,1235456,9,0.5472400743128646
2017-11-06,1235456,25,1.1064297667857523
2017-11-13,1235456,31,1.2553866623115455
2017-11-20,1235456,19,0.9313344853525864
2017-11-27,1235456,21,0.9931692689545867
2017-12-04,1235456,19,0.9313344853525864
2017-12-11,1235456,17,0.8654226747808708
2017-12-18,1235456,14,0.7576160893492291
2017-12-25,1235456,13,0.7189333698229206
2018-01-01,1235456,10,0.5930051014002581
2018-01-08,1235456,18,0.8989215276421973
2018-01-15,1235456,19,0.9313344853525864
2018-01-22,1235456,29,1.208157467808869
2018-01-29,1235456,28,1.183679173788784
2018-02-05,1235456,36,1.3645353040639678
2018-02-12,1235456,49,1.60264427032881
2018-02-19,1235456,25,1.1064297667857523
2018-02-26,1235456,17,0.8654226747808708
2018-03-05,1235456,26,1.1328481998743254
2018-03-12,1235456,24,1.079294417460036
2018-03-19,1235456,37,1.3850049371322555
2018-03-26,1235456,13,0.7189333698229206
2018-04-02,1235456,21,0.9931692689545867
2018-04-09,1235456,32,1.2781902962651086
2018-04-16,1235456,29,1.208157467808869
2018-04-23,1235456,26,1.1328481998743254
2018-04-30,1235456,25,1.1064297667857523
2018-05-07,1235456,17,0.8654226747808708
2018-05-14,1235456,22,1.0227095352551039
2018-05-21,1235456,21,0.9931692689545867
2018-05-28,1235456,18,0.8989215276421973
2018-06-04,1235456,31,1.2553866623115455
2018-06-11,1235456,23,1.0514021540857519
2018-06-18,1235456,37,1.3850049371322555
2018-06-25,1235456,25,1.1064297667857523
2018-07-02,1235456,23,1.0514021540857519
2018-07-09,1235456,18,0.8989215276421973
2018-07-16,1235456,41,1.4629342216904149
2018-07-23,1235456,38,1.40506395540714
2018-07-30,1235456,34,1.3222944433553963
2018-08-06,1235456,31,1.2553866623115455
2018-08-13,1235456,27,1.1585866255555544
2018-08-20,1235456,24,1.079294417460036
2018-08-27,1235456,70,1.8970086028024808
2018-09-03,1235456,84,2.054009495498154
2018-09-10,1235456,94,2.152753192324691
2018-09-17,1235456,121,2.378986220074586
2018-09-24,1235456,88,2.0946842894722786
2018-10-01,1235456,111,2.301037584575056
2018-10-08,1235456,87,2.084669640589423
2018-10-15,1235456,76,1.96733258464272
2018-10-22,1235456,53,1.6658019900593675
2018-10-29,1235456,61,1.7812794446515106
2018-11-05,1235456,88,2.0946842894722786
2018-11-12,1235456,88,2.0946842894722786
2018-11-19,1235456,66,1.8472189417970393
2018-11-26,1235456,87,2.084669640589423
2018-12-03,1235456,87,2.084669640589423
2018-12-10,1235456,82,2.033034375635983
2018-12-17,1235456,17,0.8654226747808708
2018-12-24,1235456,17,0.8654226747808708
2018-12-31,1235456,8,0.4992797397165064
2019-01-07,1235456,103,2.233985290003646
2019-01-14,1235456,88,2.0946842894722786
2019-01-21,1235456,80,2.011609857100622
2019-01-28,1235456,54,1.6809872591729915
2019-02-04,1235456,24,1.079294417460036
2019-02-11,1235456,103,2.233985290003646
2019-02-18,1235456,26,1.1328481998743254
2019-02-25,1235456,27,1.1585866255555544
2019-03-04,1235456,45,1.5352271264900097
2019-03-11,1235456,37,1.3850049371322555
2019-03-18,1235456,32,1.2781902962651086
2019-03-25,1235456,22,1.0227095352551039
2019-04-01,1235456,19,0.9313344853525864
2019-04-08,1235456,36,1.3645353040639678
2019-04-15,1235456,22,1.0227095352551039
2019-04-22,1235456,15,0.7948580168812955
2019-04-29,1235456,23,1.0514021540857519
2019-05-06,1235456,34,1.3222944433553963
2019-05-13,1235456,26,1.1328481998743254
2019-05-20,1235456,42,1.4815032849974195
2019-05-27,1235456,25,1.1064297667857523
2019-06-03,1235456,36,1.3645353040639678
2019-06-10,1235456,32,1.2781902962651086
2019-06-17,1235456,54,1.6809872591729915
2019-06-24,1235456,84,2.054009495498154
2019-07-01,1235456,106,2.259659639307966
2019-07-08,1235456,76,1.96733258464272
2019-07-15,1235456,94,2.152753192324691
2019-07-22,1235456,56,1.7106830506855315
2019-07-29,1235456,76,1.96733258464272
2019-08-05,1235456,89,2.1045996387914627
2019-08-12,1235456,94,2.152753192324691
2019-08-19,1235456,90,2.1144176384249285
2019-08-26,1235456,115,2.332949781921672
2019-09-02,1235456,116,2.3407712088452644
2019-09-09,1235456,98,2.1896732292176413
2019-09-16,1235456,109,2.284691283028163
2019-09-23,1235456,38,1.40506395540714
2019-09-30,1235456,24,1.079294417460036
2019-10-07,1235456,87,2.084669640589423
2019-10-14,1235456,31,1.2553866623115455
2019-10-21,1235456,109,2.284691283028163
2019-10-28,1235456,86,2.0745536830888103
2019-11-04,1235456,109,2.284691283028163
2019-11-11,1235456,100,2.207634359563312
2019-11-18,1235456,83,2.043576929015622
2019-11-25,1235456,101,2.2164953798280798
2019-12-02,1235456,109,2.284691283028163
2019-12-09,1235456,112,2.3091116145703245
2019-12-16,1235456,41,1.4629342216904149
2019-12-23,1235456,20,0.9627297435878488
2019-12-30,1235456,25,1.1064297667857523
2020-01-06,1235456,71,1.9090780910641942
2020-01-13,1235456,97,2.180570221519224
2020-01-20,1235456,97,2.180570221519224
2020-01-27,1235456,114,2.3250666977142194
2020-02-03,1235456,100,2.207634359563312
2020-02-10,1235456,100,2.207634359563312
2020-02-17,1235456,118,2.3562328968120982
2020-02-24,1235456,123,2.3938724802307023
2020-03-02,1235456,89,2.1045996387914627
2020-03-09,1235456,95,2.1621117756044255
2020-03-16,1235456,63,1.8081792151316833
2020-03-23,1235456,41,1.4629342216904149
2020-03-30,1235456,36,1.3645353040639678
2020-04-06,1235456,19,0.9313344853525864
2020-04-13,1235456,20,0.9627297435878488
2020-04-20,1235456,19,0.9313344853525864
2020-04-27,1235456,28,1.183679173788784
2020-05-04,1235456,28,1.183679173788784
2020-05-11,1235456,40,1.444013813845918
2020-05-18,1235456,33,1.3004854970798108
2020-05-25,1235456,40,1.444013813845918
2020-06-01,1235456,50,1.618811579282723
2020-06-08,1235456,59,1.7536360264876893
2020-06-15,1235456,32,1.2781902962651086
2020-06-22,1235456,30,1.2320508637513456
2020-06-29,1235456,58,1.7395223745287678
2020-07-06,1235456,54,1.6809872591729915
2020-07-13,1235456,71,1.9090780910641942
2020-07-20,1235456,40,1.444013813845918
2020-07-27,1235456,48,1.5862112782325537
2020-08-03,1235456,59,1.7536360264876893
2020-08-10,1235456,54,1.6809872591729915
2020-08-17,1235456,50,1.618811579282723
2020-08-24,1235456,55,1.6959453808834763
2020-08-31,1235456,58,1.7395223745287678
2020-09-07,1235456,63,1.8081792151316833
2020-09-14,1235456,73,1.93278864918399
2020-09-21,1235456,19,0.9313344853525864
2020-09-28,1235456,69,1.8847916604870414
2020-10-05,1235456,76,1.96733258464272
2020-10-12,1235456,81,2.0223794915203004
2020-10-19,1235456,72,1.9210036422988115
2020-10-26,1235456,75,1.9559500133010896
2020-11-02,1235456,55,1.6959453808834763
2020-11-09,1235456,64,1.8213625291377507
2020-11-16,1235456,71,1.9090780910641942
2020-11-23,1235456,80,2.011609857100622
2020-11-30,1235456,72,1.9210036422988115
2020-12-07,1235456,87,2.084669640589423
2020-12-14,1235456,67,1.8599006865456613
2020-12-21,1235456,18,0.8989215276421973
2020-12-28,1235456,8,0.4992797397165064
2021-01-04,1235456,46,1.5525122790850292
2021-01-11,1235456,32,1.2781902962651086
2021-01-18,1235456,18,0.8989215276421973
2021-01-25,1235456,43,1.49973381489074
2021-02-01,1235456,36,1.3645353040639678
2021-02-08,1235456,23,1.0514021540857519
2021-02-15,1235456,20,0.9627297435878488
2021-02-22,1235456,36,1.3645353040639678
2021-03-01,1235456,31,1.2553866623115455
2021-03-08,1235456,25,1.1064297667857523
2021-03-15,1235456,20,0.9627297435878488
2021-03-22,1235456,36,1.3645353040639678
2021-03-29,1235456,17,0.8654226747808708
2021-04-05,1235456,29,1.208157467808869
2021-04-12,1235456,41,1.4629342216904149
2021-04-19,1235456,53,1.6658019900593675
2021-04-26,1235456,16,0.8307626381058754
2021-05-03,1235456,20,0.9627297435878488
2021-05-10,1235456,45,1.5352271264900097
2021-05-17,1235456,35,1.3436378934191004
2021-05-24,1235456,39,1.4247285090744657
2021-05-31,1235456,11,0.6367670284333944
2021-06-07,1235456,77,1.9785870498634883
2021-06-14,1235456,39,1.4247285090744657
2021-06-21,1235456,38,1.40506395540714
2021-06-28,1235456,23,1.0514021540857519
2021-07-05,1235456,57,1.7252066723295254
2021-07-12,1235456,33,1.3004854970798108
2021-07-19,1235456,18,0.8989215276421973
2021-07-26,1235456,26,1.1328481998743254
2021-08-02,1235456,26,1.1328481998743254
2021-08-09,1235456,53,1.6658019900593675
2021-08-16,1235456,32,1.2781902962651086
2021-08-23,1235456,27,1.1585866255555544
2021-08-30,1235456,4,0.28048153184640084
2021-09-06,1235456,44,1.517637934321305
2021-09-13,1235456,45,1.5352271264900097
2021-09-20,1235456,37,1.3850049371322555
2021-09-27,1235456,10,0.5930051014002581
2021-10-04,1235456,67,1.8599006865456613
2021-10-11,1235456,48,1.5862112782325537
2021-10-18,1235456,44,1.517637934321305
2021-10-25,1235456,18,0.8989215276421973
2021-11-01,1235456,30,1.2320508637513456
2021-11-08,1235456,78,1.9897162604632554
2021-11-15,1235456,47,1.5695037247603754
2021-11-22,1235456,15,0.7948580168812955
2021-11-29,1235456,33,1.3004854970798108
2021-12-06,1235456,53,1.6658019900593675
2021-12-13,1235456,33,1.3004854970798108
2021-12-20,1235456,22,1.0227095352551039
2021-12-27,1235456,11,0.6367670284333944
2022-01-03,1235456,24,1.079294417460036
2022-01-10,1235456,20,0.9627297435878488
2022-01-17,1235456,27,1.1585866255555544
2022-01-24,1235456,32,1.2781902962651086
2022-01-31,1235456,39,1.4247285090744657
2022-02-07,1235456,35,1.3436378934191004
2022-02-14,1235456,56,1.7106830506855315
2022-02-21,1235456,55,1.6959453808834763
2022-02-28,1235456,44,1.517637934321305
2022-03-07,1235456,55,1.6959453808834763
2022-03-14,1235456,49,1.60264427032881
2022-03-21,1235456,32,1.2781902962651086
2022-03-28,1235456,53,1.6658019900593675
2022-04-04,1235456,63,1.8081792151316833
