ds,entidad,padecimiento,meta_modo,yhat
2026-07-27,Region Rural / dispersa,Alzheimer,general,7
2026-07-27,Region Rural / dispersa,Alzheimer,hombres,4
2026-07-27,Region Rural / dispersa,Alzheimer,mujeres,6
2026-08-03,Region Rural / dispersa,Alzheimer,general,7
2026-08-03,Region Rural / dispersa,Alzheimer,hombres,1
2026-08-03,Region Rural / dispersa,Alzheimer,mujeres,3
2026-08-10,Region Rural / dispersa,Alzheimer,general,5
2026-08-10,Region Rural / dispersa,Alzheimer,hombres,2
2026-08-10,Region Rural / dispersa,Alzheimer,mujeres,4
2026-08-17,Region Rural / dispersa,Alzheimer,general,8
2026-08-17,Region Rural / dispersa,Alzheimer,hombres,2
2026-08-17,Region Rural / dispersa,Alzheimer,mujeres,8
2026-08-24,Region Rural / dispersa,Alzheimer,general,5
2026-08-24,Region Rural / dispersa,Alzheimer,hombres,2
2026-08-24,Region Rural / dispersa,Alzheimer,mujeres,4
2026-08-31,Region Rural / dispersa,Alzheimer,general,6
2026-08-31,Region Rural / dispersa,Alzheimer,hombres,1
2026-08-31,Region Rural / dispersa,Alzheimer,mujeres,5
2026-09-07,Region Rural / dispersa,Alzheimer,general,7
2026-09-07,Region Rural / dispersa,Alzheimer,hombres,1
2026-09-07,Region Rural / dispersa,Alzheimer,mujeres,3
2026-09-14,Region Rural / dispersa,Alzheimer,general,5
2026-09-14,Region Rural / dispersa,Alzheimer,hombres,1
2026-09-14,Region Rural / dispersa,Alzheimer,mujeres,5
2026-09-21,Region Rural / dispersa,Alzheimer,general,11
2026-09-21,Region Rural / dispersa,Alzheimer,hombres,2
2026-09-21,Region Rural / dispersa,Alzheimer,mujeres,5
2026-09-28,Region Rural / dispersa,Alzheimer,general,6
2026-09-28,Region Rural / dispersa,Alzheimer,hombres,3
2026-09-28,Region Rural / dispersa,Alzheimer,mujeres,4
2026-10-05,Region Rural / dispersa,Alzheimer,general,6
2026-10-05,Region Rural / dispersa,Alzheimer,hombres,4
2026-10-05,Region Rural / dispersa,Alzheimer,mujeres,3
2026-10-12,Region Rural / dispersa,Alzheimer,general,7
2026-10-12,Region Rural / dispersa,Alzheimer,hombres,2
2026-10-12,Region Rural / dispersa,Alzheimer,mujeres,4
2026-10-19,Region Rural / dispersa,Alzheimer,general,10
2026-10-19,Region Rural / dispersa,Alzheimer,hombres,4
2026-10-19,Region Rural / dispersa,Alzheimer,mujeres,4
2026-10-26,Region Rural / dispersa,Alzheimer,general,6
2026-10-26,Region Rural / dispersa,Alzheimer,hombres,3
2026-10-26,Region Rural / dispersa,Alzheimer,mujeres,5
2026-11-02,Region Rural / dispersa,Alzheimer,general,9
2026-11-02,Region Rural / dispersa,Alzheimer,hombres,3
2026-11-02,Region Rural / dispersa,Alzheimer,mujeres,4
2026-11-09,Region Rural / dispersa,Alzheimer,general,7
2026-11-09,Region Rural / dispersa,Alzheimer,hombres,4
2026-11-09,Region Rural / dispersa,Alzheimer,mujeres,4
2026-11-16,Region Rural / dispersa,Alzheimer,general,9
2026-11-16,Region Rural / dispersa,Alzheimer,hombres,2
2026-11-16,Region Rural / dispersa,Alzheimer,mujeres,4
2026-11-23,Region Rural / dispersa,Alzheimer,general,6
2026-11-23,Region Rural / dispersa,Alzheimer,hombres,1
2026-11-23,Region Rural / dispersa,Alzheimer,mujeres,4
2026-11-30,Region Rural / dispersa,Alzheimer,general,6
2026-11-30,Region Rural / dispersa,Alzheimer,hombres,1
2026-11-30,Region Rural / dispersa,Alzheimer,mujeres,4
2026-12-07,Region Rural / dispersa,Alzheimer,general,6
2026-12-07,Region Rural / dispersa,Alzheimer,hombres,1
2026-12-07,Region Rural / dispersa,Alzheimer,mujeres,3
2026-12-14,Region Rural / dispersa,Alzheimer,general,6
2026-12-14,Region Rural / dispersa,Alzheimer,hombres,2
2026-12-14,Region Rural / dispersa,Alzheimer,mujeres,4
2026-12-21,Region Rural / dispersa,Alzheimer,general,8
2026-12-21,Region Rural / dispersa,Alzheimer,hombres,2
2026-12-21,Region Rural / dispersa,Alzheimer,mujeres,5
2026-12-28,Region Rural / dispersa,Alzheimer,general,4
2026-12-28,Region Rural / dispersa,Alzheimer,hombres,2
2026-12-28,Region Rural / dispersa,Alzheimer,mujeres,6
2027-01-04,Region Rural / dispersa,Alzheimer,general,5
2027-01-04,Region Rural / dispersa,Alzheimer,hombres,2
2027-01-04,Region Rural / dispersa,Alzheimer,mujeres,7
2027-01-11,Region Rural / dispersa,Alzheimer,general,8
2027-01-11,Region Rural / dispersa,Alzheimer,hombres,2
2027-01-11,Region Rural / dispersa,Alzheimer,mujeres,6
2027-01-18,Region Rural / dispersa,Alzheimer,general,9
2027-01-18,Region Rural / dispersa,Alzheimer,hombres,4
2027-01-18,Region Rural / dispersa,Alzheimer,mujeres,7
2027-01-25,Region Rural / dispersa,Alzheimer,general,9
2027-01-25,Region Rural / dispersa,Alzheimer,hombres,3
2027-01-25,Region Rural / dispersa,Alzheimer,mujeres,5
2026-02-02,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-02-02,Region Sur-Sureste vulnerable,Alzheimer,hombres,4
2026-02-02,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-02-09,Region Sur-Sureste vulnerable,Alzheimer,general,7
2026-02-09,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-02-09,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-02-16,Region Sur-Sureste vulnerable,Alzheimer,general,7
2026-02-16,Region Sur-Sureste vulnerable,Alzheimer,hombres,4
2026-02-16,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-02-23,Region Sur-Sureste vulnerable,Alzheimer,general,5
2026-02-23,Region Sur-Sureste vulnerable,Alzheimer,hombres,3
2026-02-23,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-03-02,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-03-02,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-03-02,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-03-09,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-03-09,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-03-09,Region Sur-Sureste vulnerable,Alzheimer,mujeres,5
2026-03-16,Region Sur-Sureste vulnerable,Alzheimer,general,5
2026-03-16,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-03-16,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-03-23,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-03-23,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-03-23,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-03-30,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-03-30,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-03-30,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-04-06,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-04-06,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-04-06,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-04-13,Region Sur-Sureste vulnerable,Alzheimer,general,5
2026-04-13,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-04-13,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-04-20,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-04-20,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-04-20,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-04-27,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-04-27,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-04-27,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-05-04,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-05-04,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-05-04,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-05-11,Region Sur-Sureste vulnerable,Alzheimer,general,7
2026-05-11,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-05-11,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-05-18,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-05-18,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-05-18,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-05-25,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-05-25,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-05-25,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-06-01,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-06-01,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-06-01,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-06-08,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-06-08,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-06-08,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-06-15,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-06-15,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-06-15,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-06-22,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-06-22,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-06-22,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-06-29,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-06-29,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-06-29,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-07-06,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-07-06,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-07-06,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-07-13,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-07-13,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-07-13,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-07-20,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-07-20,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-07-20,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-07-27,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-07-27,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-07-27,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-08-03,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-08-03,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-08-03,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-08-10,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-08-10,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-08-10,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-08-17,Region Sur-Sureste vulnerable,Alzheimer,general,5
2026-08-17,Region Sur-Sureste vulnerable,Alzheimer,hombres,3
2026-08-17,Region Sur-Sureste vulnerable,Alzheimer,mujeres,5
2026-08-24,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-08-24,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-08-24,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-08-31,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-08-31,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-08-31,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-09-07,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-09-07,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-09-07,Region Sur-Sureste vulnerable,Alzheimer,mujeres,5
2026-09-14,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-09-14,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-09-14,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-09-21,Region Sur-Sureste vulnerable,Alzheimer,general,5
2026-09-21,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-09-21,Region Sur-Sureste vulnerable,Alzheimer,mujeres,5
2026-09-28,Region Sur-Sureste vulnerable,Alzheimer,general,6
2026-09-28,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2026-09-28,Region Sur-Sureste vulnerable,Alzheimer,mujeres,5
2026-10-05,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-10-05,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-10-05,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-10-12,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-10-12,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-10-12,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-10-19,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-10-19,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-10-19,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-10-26,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-10-26,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-10-26,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-11-02,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-11-02,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-11-02,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-11-09,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-11-09,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-11-09,Region Sur-Sureste vulnerable,Alzheimer,mujeres,1
2026-11-16,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-11-16,Region Sur-Sureste vulnerable,Alzheimer,hombres,0
2026-11-16,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-11-23,Region Sur-Sureste vulnerable,Alzheimer,general,4
2026-11-23,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-11-23,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-11-30,Region Sur-Sureste vulnerable,Alzheimer,general,3
2026-11-30,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-11-30,Region Sur-Sureste vulnerable,Alzheimer,mujeres,0
2026-12-07,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-12-07,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-12-07,Region Sur-Sureste vulnerable,Alzheimer,mujeres,0
2026-12-14,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-12-14,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-12-14,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2026-12-21,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-12-21,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-12-21,Region Sur-Sureste vulnerable,Alzheimer,mujeres,4
2026-12-28,Region Sur-Sureste vulnerable,Alzheimer,general,2
2026-12-28,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2026-12-28,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2027-01-04,Region Sur-Sureste vulnerable,Alzheimer,general,2
2027-01-04,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2027-01-04,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2027-01-11,Region Sur-Sureste vulnerable,Alzheimer,general,3
2027-01-11,Region Sur-Sureste vulnerable,Alzheimer,hombres,2
2027-01-11,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2027-01-18,Region Sur-Sureste vulnerable,Alzheimer,general,3
2027-01-18,Region Sur-Sureste vulnerable,Alzheimer,hombres,1
2027-01-18,Region Sur-Sureste vulnerable,Alzheimer,mujeres,2
2027-01-25,Region Sur-Sureste vulnerable,Alzheimer,general,3
2027-01-25,Region Sur-Sureste vulnerable,Alzheimer,hombres,3
2027-01-25,Region Sur-Sureste vulnerable,Alzheimer,mujeres,3
2026-02-02,Region Urbana media,Alzheimer,general,20
2026-02-02,Region Urbana media,Alzheimer,hombres,6
2026-02-02,Region Urbana media,Alzheimer,mujeres,21
2026-02-09,Region Urbana media,Alzheimer,general,26
2026-02-09,Region Urbana media,Alzheimer,hombres,11
2026-02-09,Region Urbana media,Alzheimer,mujeres,14
2026-02-16,Region Urbana media,Alzheimer,general,24
2026-02-16,Region Urbana media,Alzheimer,hombres,7
2026-02-16,Region Urbana media,Alzheimer,mujeres,19
2026-02-23,Region Urbana media,Alzheimer,general,39
2026-02-23,Region Urbana media,Alzheimer,hombres,11
2026-02-23,Region Urbana media,Alzheimer,mujeres,17
2026-03-02,Region Urbana media,Alzheimer,general,31
2026-03-02,Region Urbana media,Alzheimer,hombres,12
2026-03-02,Region Urbana media,Alzheimer,mujeres,15
2026-03-09,Region Urbana media,Alzheimer,general,37
2026-03-09,Region Urbana media,Alzheimer,hombres,11
2026-03-09,Region Urbana media,Alzheimer,mujeres,16
2026-03-16,Region Urbana media,Alzheimer,general,20
2026-03-16,Region Urbana media,Alzheimer,hombres,10
2026-03-16,Region Urbana media,Alzheimer,mujeres,19
2026-03-23,Region Urbana media,Alzheimer,general,22
2026-03-23,Region Urbana media,Alzheimer,hombres,9
2026-03-23,Region Urbana media,Alzheimer,mujeres,14
2026-03-30,Region Urbana media,Alzheimer,general,15
2026-03-30,Region Urbana media,Alzheimer,hombres,6
2026-03-30,Region Urbana media,Alzheimer,mujeres,21
2026-04-06,Region Urbana media,Alzheimer,general,22
2026-04-06,Region Urbana media,Alzheimer,hombres,5
2026-04-06,Region Urbana media,Alzheimer,mujeres,12
2026-04-13,Region Urbana media,Alzheimer,general,26
2026-04-13,Region Urbana media,Alzheimer,hombres,5
2026-04-13,Region Urbana media,Alzheimer,mujeres,14
2026-04-20,Region Urbana media,Alzheimer,general,26
2026-04-20,Region Urbana media,Alzheimer,hombres,7
2026-04-20,Region Urbana media,Alzheimer,mujeres,21
2026-04-27,Region Urbana media,Alzheimer,general,26
2026-04-27,Region Urbana media,Alzheimer,hombres,6
2026-04-27,Region Urbana media,Alzheimer,mujeres,21
2026-05-04,Region Urbana media,Alzheimer,general,17
2026-05-04,Region Urbana media,Alzheimer,hombres,7
2026-05-04,Region Urbana media,Alzheimer,mujeres,13
2026-05-11,Region Urbana media,Alzheimer,general,19
2026-05-11,Region Urbana media,Alzheimer,hombres,6
2026-05-11,Region Urbana media,Alzheimer,mujeres,21
2026-05-18,Region Urbana media,Alzheimer,general,29
2026-05-18,Region Urbana media,Alzheimer,hombres,5
2026-05-18,Region Urbana media,Alzheimer,mujeres,14
2026-05-25,Region Urbana media,Alzheimer,general,29
2026-05-25,Region Urbana media,Alzheimer,hombres,10
2026-05-25,Region Urbana media,Alzheimer,mujeres,13
2026-06-01,Region Urbana media,Alzheimer,general,19
2026-06-01,Region Urbana media,Alzheimer,hombres,12
2026-06-01,Region Urbana media,Alzheimer,mujeres,13
2026-06-08,Region Urbana media,Alzheimer,general,32
2026-06-08,Region Urbana media,Alzheimer,hombres,12
2026-06-08,Region Urbana media,Alzheimer,mujeres,19
2026-06-15,Region Urbana media,Alzheimer,general,17
2026-06-15,Region Urbana media,Alzheimer,hombres,7
2026-06-15,Region Urbana media,Alzheimer,mujeres,15
2026-06-22,Region Urbana media,Alzheimer,general,33
2026-06-22,Region Urbana media,Alzheimer,hombres,7
2026-06-22,Region Urbana media,Alzheimer,mujeres,15
2026-06-29,Region Urbana media,Alzheimer,general,26
2026-06-29,Region Urbana media,Alzheimer,hombres,8
2026-06-29,Region Urbana media,Alzheimer,mujeres,13
2026-07-06,Region Urbana media,Alzheimer,general,25
2026-07-06,Region Urbana media,Alzheimer,hombres,7
2026-07-06,Region Urbana media,Alzheimer,mujeres,15
2026-07-13,Region Urbana media,Alzheimer,general,22
2026-07-13,Region Urbana media,Alzheimer,hombres,11
2026-07-13,Region Urbana media,Alzheimer,mujeres,21
2026-07-20,Region Urbana media,Alzheimer,general,26
2026-07-20,Region Urbana media,Alzheimer,hombres,8
2026-07-20,Region Urbana media,Alzheimer,mujeres,13
2026-07-27,Region Urbana media,Alzheimer,general,23
2026-07-27,Region Urbana media,Alzheimer,hombres,8
2026-07-27,Region Urbana media,Alzheimer,mujeres,20
2026-08-03,Region Urbana media,Alzheimer,general,18
2026-08-03,Region Urbana media,Alzheimer,hombres,4
2026-08-03,Region Urbana media,Alzheimer,mujeres,15
2026-08-10,Region Urbana media,Alzheimer,general,26
2026-08-10,Region Urbana media,Alzheimer,hombres,7
2026-08-10,Region Urbana media,Alzheimer,mujeres,21
2026-08-17,Region Urbana media,Alzheimer,general,21
2026-08-17,Region Urbana media,Alzheimer,hombres,6
2026-08-17,Region Urbana media,Alzheimer,mujeres,11
2026-08-24,Region Urbana media,Alzheimer,general,25
2026-08-24,Region Urbana media,Alzheimer,hombres,9
2026-08-24,Region Urbana media,Alzheimer,mujeres,21
2026-08-31,Region Urbana media,Alzheimer,general,17
2026-08-31,Region Urbana media,Alzheimer,hombres,6
2026-08-31,Region Urbana media,Alzheimer,mujeres,12
2026-09-07,Region Urbana media,Alzheimer,general,19
2026-09-07,Region Urbana media,Alzheimer,hombres,5
2026-09-07,Region Urbana media,Alzheimer,mujeres,16
2026-09-14,Region Urbana media,Alzheimer,general,20
2026-09-14,Region Urbana media,Alzheimer,hombres,8
2026-09-14,Region Urbana media,Alzheimer,mujeres,17
2026-09-21,Region Urbana media,Alzheimer,general,28
2026-09-21,Region Urbana media,Alzheimer,hombres,11
2026-09-21,Region Urbana media,Alzheimer,mujeres,15
2026-09-28,Region Urbana media,Alzheimer,general,26
2026-09-28,Region Urbana media,Alzheimer,hombres,13
2026-09-28,Region Urbana media,Alzheimer,mujeres,18
2026-10-05,Region Urbana media,Alzheimer,general,20
2026-10-05,Region Urbana media,Alzheimer,hombres,5
2026-10-05,Region Urbana media,Alzheimer,mujeres,11
2026-10-12,Region Urbana media,Alzheimer,general,23
2026-10-12,Region Urbana media,Alzheimer,hombres,7
2026-10-12,Region Urbana media,Alzheimer,mujeres,18
2026-10-19,Region Urbana media,Alzheimer,general,15
2026-10-19,Region Urbana media,Alzheimer,hombres,5
2026-10-19,Region Urbana media,Alzheimer,mujeres,11
2026-10-26,Region Urbana media,Alzheimer,general,19
2026-10-26,Region Urbana media,Alzheimer,hombres,8
2026-10-26,Region Urbana media,Alzheimer,mujeres,11
2026-11-02,Region Urbana media,Alzheimer,general,22
2026-11-02,Region Urbana media,Alzheimer,hombres,7
2026-11-02,Region Urbana media,Alzheimer,mujeres,11
2026-11-09,Region Urbana media,Alzheimer,general,25
2026-11-09,Region Urbana media,Alzheimer,hombres,4
2026-11-09,Region Urbana media,Alzheimer,mujeres,15
2026-11-16,Region Urbana media,Alzheimer,general,20
2026-11-16,Region Urbana media,Alzheimer,hombres,5
2026-11-16,Region Urbana media,Alzheimer,mujeres,12
2026-11-23,Region Urbana media,Alzheimer,general,16
2026-11-23,Region Urbana media,Alzheimer,hombres,8
2026-11-23,Region Urbana media,Alzheimer,mujeres,11
2026-11-30,Region Urbana media,Alzheimer,general,18
2026-11-30,Region Urbana media,Alzheimer,hombres,5
2026-11-30,Region Urbana media,Alzheimer,mujeres,13
2026-12-07,Region Urbana media,Alzheimer,general,22
2026-12-07,Region Urbana media,Alzheimer,hombres,4
2026-12-07,Region Urbana media,Alzheimer,mujeres,17
2026-12-14,Region Urbana media,Alzheimer,general,24
2026-12-14,Region Urbana media,Alzheimer,hombres,7
2026-12-14,Region Urbana media,Alzheimer,mujeres,13
2026-12-21,Region Urbana media,Alzheimer,general,17
2026-12-21,Region Urbana media,Alzheimer,hombres,4
2026-12-21,Region Urbana media,Alzheimer,mujeres,9
2026-12-28,Region Urbana media,Alzheimer,general,15
2026-12-28,Region Urbana media,Alzheimer,hombres,4
2026-12-28,Region Urbana media,Alzheimer,mujeres,12
2027-01-04,Region Urbana media,Alzheimer,general,17
2027-01-04,Region Urbana media,Alzheimer,hombres,4
2027-01-04,Region Urbana media,Alzheimer,mujeres,10
2027-01-11,Region Urbana media,Alzheimer,general,21
2027-01-11,Region Urbana media,Alzheimer,hombres,7
2027-01-11,Region Urbana media,Alzheimer,mujeres,14
2027-01-18,Region Urbana media,Alzheimer,general,26
2027-01-18,Region Urbana media,Alzheimer,hombres,11
2027-01-18,Region Urbana media,Alzheimer,mujeres,15
2027-01-25,Region Urbana media,Alzheimer,general,25
2027-01-25,Region Urbana media,Alzheimer,hombres,10
2027-01-25,Region Urbana media,Alzheimer,mujeres,16
2026-02-02,San Luis Potosí,Alzheimer,general,1
2026-02-02,San Luis Potosí,Alzheimer,hombres,1
2026-02-02,San Luis Potosí,Alzheimer,mujeres,1
2026-02-09,San Luis Potosí,Alzheimer,general,1
2026-02-09,San Luis Potosí,Alzheimer,hombres,1
2026-02-09,San Luis Potosí,Alzheimer,mujeres,1
2026-02-16,San Luis Potosí,Alzheimer,general,1
2026-02-16,San Luis Potosí,Alzheimer,hombres,1
2026-02-16,San Luis Potosí,Alzheimer,mujeres,1
2026-02-23,San Luis Potosí,Alzheimer,general,1
2026-02-23,San Luis Potosí,Alzheimer,hombres,1
2026-02-23,San Luis Potosí,Alzheimer,mujeres,1
2026-03-02,San Luis Potosí,Alzheimer,general,1
2026-03-02,San Luis Potosí,Alzheimer,hombres,1
2026-03-02,San Luis Potosí,Alzheimer,mujeres,1
2026-03-09,San Luis Potosí,Alzheimer,general,1
2026-03-09,San Luis Potosí,Alzheimer,hombres,1
2026-03-09,San Luis Potosí,Alzheimer,mujeres,1
2026-03-16,San Luis Potosí,Alzheimer,general,1
2026-03-16,San Luis Potosí,Alzheimer,hombres,1
2026-03-16,San Luis Potosí,Alzheimer,mujeres,1
2026-03-23,San Luis Potosí,Alzheimer,general,1
2026-03-23,San Luis Potosí,Alzheimer,hombres,1
2026-03-23,San Luis Potosí,Alzheimer,mujeres,1
2026-03-30,San Luis Potosí,Alzheimer,general,1
2026-03-30,San Luis Potosí,Alzheimer,hombres,1
2026-03-30,San Luis Potosí,Alzheimer,mujeres,1
2026-04-06,San Luis Potosí,Alzheimer,general,1
2026-04-06,San Luis Potosí,Alzheimer,hombres,1
2026-04-06,San Luis Potosí,Alzheimer,mujeres,1
2026-04-13,San Luis Potosí,Alzheimer,general,1
2026-04-13,San Luis Potosí,Alzheimer,hombres,1
2026-04-13,San Luis Potosí,Alzheimer,mujeres,1
2026-04-20,San Luis Potosí,Alzheimer,general,1
2026-04-20,San Luis Potosí,Alzheimer,hombres,1
2026-04-20,San Luis Potosí,Alzheimer,mujeres,1
2026-04-27,San Luis Potosí,Alzheimer,general,1
2026-04-27,San Luis Potosí,Alzheimer,hombres,1
2026-04-27,San Luis Potosí,Alzheimer,mujeres,1
2026-05-04,San Luis Potosí,Alzheimer,general,1
2026-05-04,San Luis Potosí,Alzheimer,hombres,1
2026-05-04,San Luis Potosí,Alzheimer,mujeres,1
2026-05-11,San Luis Potosí,Alzheimer,general,1
2026-05-11,San Luis Potosí,Alzheimer,hombres,1
2026-05-11,San Luis Potosí,Alzheimer,mujeres,1
2026-05-18,San Luis Potosí,Alzheimer,general,1
2026-05-18,San Luis Potosí,Alzheimer,hombres,1
2026-05-18,San Luis Potosí,Alzheimer,mujeres,1
2026-05-25,San Luis Potosí,Alzheimer,general,1
2026-05-25,San Luis Potosí,Alzheimer,hombres,1
2026-05-25,San Luis Potosí,Alzheimer,mujeres,1
2026-06-01,San Luis Potosí,Alzheimer,general,1
2026-06-01,San Luis Potosí,Alzheimer,hombres,1
2026-06-01,San Luis Potosí,Alzheimer,mujeres,1
2026-06-08,San Luis Potosí,Alzheimer,general,1
2026-06-08,San Luis Potosí,Alzheimer,hombres,1
