ds,entidad,padecimiento,meta_modo,yhat
2026-03-30,Guanajuato,Depresión,hombres,22
2026-03-30,Guanajuato,Depresión,mujeres,73
2026-04-06,Guanajuato,Depresión,general,86
2026-04-06,Guanajuato,Depresión,hombres,20
2026-04-06,Guanajuato,Depresión,mujeres,75
2026-04-13,Guanajuato,Depresión,general,110
2026-04-13,Guanajuato,Depresión,hombres,15
2026-04-13,Guanajuato,Depresión,mujeres,86
2026-04-20,Guanajuato,Depresión,general,101
2026-04-20,Guanajuato,Depresión,hombres,28
2026-04-20,Guanajuato,Depresión,mujeres,102
2026-04-27,Guanajuato,Depresión,general,97
2026-04-27,Guanajuato,Depresión,hombres,19
2026-04-27,Guanajuato,Depresión,mujeres,78
2026-05-04,Guanajuato,Depresión,general,88
2026-05-04,Guanajuato,Depresión,hombres,20
2026-05-04,Guanajuato,Depresión,mujeres,93
2026-05-11,Guanajuato,Depresión,general,118
2026-05-11,Guanajuato,Depresión,hombres,23
2026-05-11,Guanajuato,Depresión,mujeres,110
2026-05-18,Guanajuato,Depresión,general,114
2026-05-18,Guanajuato,Depresión,hombres,25
2026-05-18,Guanajuato,Depresión,mujeres,102
2026-05-25,Guanajuato,Depresión,general,118
2026-05-25,Guanajuato,Depresión,hombres,27
2026-05-25,Guanajuato,Depresión,mujeres,114
2026-06-01,Guanajuato,Depresión,general,91
2026-06-01,Guanajuato,Depresión,hombres,25
2026-06-01,Guanajuato,Depresión,mujeres,85
2026-06-08,Guanajuato,Depresión,general,131
2026-06-08,Guanajuato,Depresión,hombres,27
2026-06-08,Guanajuato,Depresión,mujeres,101
2026-06-15,Guanajuato,Depresión,general,125
2026-06-15,Guanajuato,Depresión,hombres,29
2026-06-15,Guanajuato,Depresión,mujeres,105
2026-06-22,Guanajuato,Depresión,general,120
2026-06-22,Guanajuato,Depresión,hombres,30
2026-06-22,Guanajuato,Depresión,mujeres,109
2026-06-29,Guanajuato,Depresión,general,116
2026-06-29,Guanajuato,Depresión,hombres,26
2026-06-29,Guanajuato,Depresión,mujeres,102
2026-07-06,Guanajuato,Depresión,general,103
2026-07-06,Guanajuato,Depresión,hombres,19
2026-07-06,Guanajuato,Depresión,mujeres,91
2026-07-13,Guanajuato,Depresión,general,126
2026-07-13,Guanajuato,Depresión,hombres,24
2026-07-13,Guanajuato,Depresión,mujeres,102
2026-07-20,Guanajuato,Depresión,general,120
2026-07-20,Guanajuato,Depresión,hombres,29
2026-07-20,Guanajuato,Depresión,mujeres,90
2026-07-27,Guanajuato,Depresión,general,115
2026-07-27,Guanajuato,Depresión,hombres,27
2026-07-27,Guanajuato,Depresión,mujeres,107
2026-08-03,Guanajuato,Depresión,general,102
2026-08-03,Guanajuato,Depresión,hombres,19
2026-08-03,Guanajuato,Depresión,mujeres,96
2026-08-10,Guanajuato,Depresión,general,112
2026-08-10,Guanajuato,Depresión,hombres,18
2026-08-10,Guanajuato,Depresión,mujeres,91
2026-08-17,Guanajuato,Depresión,general,104
2026-08-17,Guanajuato,Depresión,hombres,20
2026-08-17,Guanajuato,Depresión,mujeres,85
2026-08-24,Guanajuato,Depresión,general,102
2026-08-24,Guanajuato,Depresión,hombres,21
2026-08-24,Guanajuato,Depresión,mujeres,100
2026-08-31,Guanajuato,Depresión,general,82
2026-08-31,Guanajuato,Depresión,hombres,23
2026-08-31,Guanajuato,Depresión,mujeres,79
2026-09-07,Guanajuato,Depresión,general,84
2026-09-07,Guanajuato,Depresión,hombres,20
2026-09-07,Guanajuato,Depresión,mujeres,88
2026-09-14,Guanajuato,Depresión,general,102
2026-09-14,Guanajuato,Depresión,hombres,22
2026-09-14,Guanajuato,Depresión,mujeres,95
2026-09-21,Guanajuato,Depresión,general,88
2026-09-21,Guanajuato,Depresión,hombres,27
2026-09-21,Guanajuato,Depresión,mujeres,86
2026-09-28,Guanajuato,Depresión,general,94
2026-09-28,Guanajuato,Depresión,hombres,26
2026-09-28,Guanajuato,Depresión,mujeres,97
2026-10-05,Guanajuato,Depresión,general,107
2026-10-05,Guanajuato,Depresión,hombres,21
2026-10-05,Guanajuato,Depresión,mujeres,90
2026-10-12,Guanajuato,Depresión,general,116
2026-10-12,Guanajuato,Depresión,hombres,27
2026-10-12,Guanajuato,Depresión,mujeres,77
2026-10-19,Guanajuato,Depresión,general,123
2026-10-19,Guanajuato,Depresión,hombres,31
2026-10-19,Guanajuato,Depresión,mujeres,85
2026-10-26,Guanajuato,Depresión,general,125
2026-10-26,Guanajuato,Depresión,hombres,29
2026-10-26,Guanajuato,Depresión,mujeres,93
2026-11-02,Guanajuato,Depresión,general,110
2026-11-02,Guanajuato,Depresión,hombres,29
2026-11-02,Guanajuato,Depresión,mujeres,90
2026-11-09,Guanajuato,Depresión,general,125
2026-11-09,Guanajuato,Depresión,hombres,24
2026-11-09,Guanajuato,Depresión,mujeres,84
2026-11-16,Guanajuato,Depresión,general,116
2026-11-16,Guanajuato,Depresión,hombres,25
2026-11-16,Guanajuato,Depresión,mujeres,87
2026-11-23,Guanajuato,Depresión,general,115
2026-11-23,Guanajuato,Depresión,hombres,21
2026-11-23,Guanajuato,Depresión,mujeres,87
2026-11-30,Guanajuato,Depresión,general,104
2026-11-30,Guanajuato,Depresión,hombres,17
2026-11-30,Guanajuato,Depresión,mujeres,78
2026-12-07,Guanajuato,Depresión,general,87
2026-12-07,Guanajuato,Depresión,hombres,18
2026-12-07,Guanajuato,Depresión,mujeres,79
2026-12-14,Guanajuato,Depresión,general,94
2026-12-14,Guanajuato,Depresión,hombres,21
2026-12-14,Guanajuato,Depresión,mujeres,82
2026-12-21,Guanajuato,Depresión,general,87
2026-12-21,Guanajuato,Depresión,hombres,20
2026-12-21,Guanajuato,Depresión,mujeres,70
2026-12-28,Guanajuato,Depresión,general,77
2026-12-28,Guanajuato,Depresión,hombres,17
2026-12-28,Guanajuato,Depresión,mujeres,68
2027-01-04,Guanajuato,Depresión,general,80
2027-01-04,Guanajuato,Depresión,hombres,14
2027-01-04,Guanajuato,Depresión,mujeres,67
2027-01-11,Guanajuato,Depresión,general,110
2027-01-11,Guanajuato,Depresión,hombres,23
2027-01-11,Guanajuato,Depresión,mujeres,68
2027-01-18,Guanajuato,Depresión,general,100
2027-01-18,Guanajuato,Depresión,hombres,26
2027-01-18,Guanajuato,Depresión,mujeres,73
2027-01-25,Guanajuato,Depresión,general,104
2027-01-25,Guanajuato,Depresión,hombres,23
2027-01-25,Guanajuato,Depresión,mujeres,82
2026-02-02,Guerrero,Depresión,general,75
2026-02-02,Guerrero,Depresión,hombres,21
2026-02-02,Guerrero,Depresión,mujeres,69
2026-02-09,Guerrero,Depresión,general,80
2026-02-09,Guerrero,Depresión,hombres,19
2026-02-09,Guerrero,Depresión,mujeres,66
2026-02-16,Guerrero,Depresión,general,81
2026-02-16,Guerrero,Depresión,hombres,24
2026-02-16,Guerrero,Depresión,mujeres,59
2026-02-23,Guerrero,Depresión,general,89
2026-02-23,Guerrero,Depresión,hombres,21
2026-02-23,Guerrero,Depresión,mujeres,89
2026-03-02,Guerrero,Depresión,general,83
2026-03-02,Guerrero,Depresión,hombres,18
2026-03-02,Guerrero,Depresión,mujeres,66
2026-03-09,Guerrero,Depresión,general,69
2026-03-09,Guerrero,Depresión,hombres,17
2026-03-09,Guerrero,Depresión,mujeres,58
2026-03-16,Guerrero,Depresión,general,44
2026-03-16,Guerrero,Depresión,hombres,17
2026-03-16,Guerrero,Depresión,mujeres,52
2026-03-23,Guerrero,Depresión,general,39
2026-03-23,Guerrero,Depresión,hombres,16
2026-03-23,Guerrero,Depresión,mujeres,54
2026-03-30,Guerrero,Depresión,general,48
2026-03-30,Guerrero,Depresión,hombres,11
2026-03-30,Guerrero,Depresión,mujeres,47
2026-04-06,Guerrero,Depresión,general,40
2026-04-06,Guerrero,Depresión,hombres,10
2026-04-06,Guerrero,Depresión,mujeres,44
2026-04-13,Guerrero,Depresión,general,43
2026-04-13,Guerrero,Depresión,hombres,17
2026-04-13,Guerrero,Depresión,mujeres,47
2026-04-20,Guerrero,Depresión,general,35
2026-04-20,Guerrero,Depresión,hombres,17
2026-04-20,Guerrero,Depresión,mujeres,48
2026-04-27,Guerrero,Depresión,general,45
2026-04-27,Guerrero,Depresión,hombres,19
2026-04-27,Guerrero,Depresión,mujeres,58
2026-05-04,Guerrero,Depresión,general,31
2026-05-04,Guerrero,Depresión,hombres,15
2026-05-04,Guerrero,Depresión,mujeres,63
2026-05-11,Guerrero,Depresión,general,43
2026-05-11,Guerrero,Depresión,hombres,18
2026-05-11,Guerrero,Depresión,mujeres,65
2026-05-18,Guerrero,Depresión,general,35
2026-05-18,Guerrero,Depresión,hombres,18
2026-05-18,Guerrero,Depresión,mujeres,62
2026-05-25,Guerrero,Depresión,general,23
2026-05-25,Guerrero,Depresión,hombres,18
2026-05-25,Guerrero,Depresión,mujeres,58
2026-06-01,Guerrero,Depresión,general,36
2026-06-01,Guerrero,Depresión,hombres,19
2026-06-01,Guerrero,Depresión,mujeres,65
2026-06-08,Guerrero,Depresión,general,54
2026-06-08,Guerrero,Depresión,hombres,21
2026-06-08,Guerrero,Depresión,mujeres,58
2026-06-15,Guerrero,Depresión,general,25
2026-06-15,Guerrero,Depresión,hombres,19
2026-06-15,Guerrero,Depresión,mujeres,47
2026-06-22,Guerrero,Depresión,general,30
2026-06-22,Guerrero,Depresión,hombres,15
2026-06-22,Guerrero,Depresión,mujeres,41
2026-06-29,Guerrero,Depresión,general,23
2026-06-29,Guerrero,Depresión,hombres,14
2026-06-29,Guerrero,Depresión,mujeres,49
2026-07-06,Guerrero,Depresión,general,28
2026-07-06,Guerrero,Depresión,hombres,11
2026-07-06,Guerrero,Depresión,mujeres,55
2026-07-13,Guerrero,Depresión,general,49
2026-07-13,Guerrero,Depresión,hombres,12
2026-07-13,Guerrero,Depresión,mujeres,37
2026-07-20,Guerrero,Depresión,general,29
2026-07-20,Guerrero,Depresión,hombres,14
2026-07-20,Guerrero,Depresión,mujeres,40
2026-07-27,Guerrero,Depresión,general,31
2026-07-27,Guerrero,Depresión,hombres,14
2026-07-27,Guerrero,Depresión,mujeres,44
2026-08-03,Guerrero,Depresión,general,27
2026-08-03,Guerrero,Depresión,hombres,16
2026-08-03,Guerrero,Depresión,mujeres,50
2026-08-10,Guerrero,Depresión,general,25
2026-08-10,Guerrero,Depresión,hombres,14
2026-08-10,Guerrero,Depresión,mujeres,58
2026-08-17,Guerrero,Depresión,general,32
2026-08-17,Guerrero,Depresión,hombres,13
2026-08-17,Guerrero,Depresión,mujeres,58
2026-08-24,Guerrero,Depresión,general,25
2026-08-24,Guerrero,Depresión,hombres,13
2026-08-24,Guerrero,Depresión,mujeres,52
2026-08-31,Guerrero,Depresión,general,19
2026-08-31,Guerrero,Depresión,hombres,14
2026-08-31,Guerrero,Depresión,mujeres,43
2026-09-07,Guerrero,Depresión,general,22
2026-09-07,Guerrero,Depresión,hombres,13
2026-09-07,Guerrero,Depresión,mujeres,49
2026-09-14,Guerrero,Depresión,general,38
2026-09-14,Guerrero,Depresión,hombres,9
2026-09-14,Guerrero,Depresión,mujeres,54
2026-09-21,Guerrero,Depresión,general,30
2026-09-21,Guerrero,Depresión,hombres,7
2026-09-21,Guerrero,Depresión,mujeres,44
2026-09-28,Guerrero,Depresión,general,27
2026-09-28,Guerrero,Depresión,hombres,8
2026-09-28,Guerrero,Depresión,mujeres,49
2026-10-05,Guerrero,Depresión,general,25
2026-10-05,Guerrero,Depresión,hombres,14
2026-10-05,Guerrero,Depresión,mujeres,57
2026-10-12,Guerrero,Depresión,general,21
2026-10-12,Guerrero,Depresión,hombres,16
2026-10-12,Guerrero,Depresión,mujeres,45
2026-10-19,Guerrero,Depresión,general,17
2026-10-19,Guerrero,Depresión,hombres,16
2026-10-19,Guerrero,Depresión,mujeres,39
2026-10-26,Guerrero,Depresión,general,16
2026-10-26,Guerrero,Depresión,hombres,14
2026-10-26,Guerrero,Depresión,mujeres,40
2026-11-02,Guerrero,Depresión,general,16
2026-11-02,Guerrero,Depresión,hombres,10
2026-11-02,Guerrero,Depresión,mujeres,46
2026-11-09,Guerrero,Depresión,general,32
2026-11-09,Guerrero,Depresión,hombres,9
2026-11-09,Guerrero,Depresión,mujeres,38
2026-11-16,Guerrero,Depresión,general,31
2026-11-16,Guerrero,Depresión,hombres,12
2026-11-16,Guerrero,Depresión,mujeres,28
2026-11-23,Guerrero,Depresión,general,27
2026-11-23,Guerrero,Depresión,hombres,16
2026-11-23,Guerrero,Depresión,mujeres,42
2026-11-30,Guerrero,Depresión,general,18
2026-11-30,Guerrero,Depresión,hombres,16
2026-11-30,Guerrero,Depresión,mujeres,54
2026-12-07,Guerrero,Depresión,general,16
2026-12-07,Guerrero,Depresión,hombres,12
2026-12-07,Guerrero,Depresión,mujeres,55
2026-12-14,Guerrero,Depresión,general,15
2026-12-14,Guerrero,Depresión,hombres,7
2026-12-14,Guerrero,Depresión,mujeres,45
2026-12-21,Guerrero,Depresión,general,14
2026-12-21,Guerrero,Depresión,hombres,9
2026-12-21,Guerrero,Depresión,mujeres,39
2026-12-28,Guerrero,Depresión,general,14
2026-12-28,Guerrero,Depresión,hombres,5
2026-12-28,Guerrero,Depresión,mujeres,33
2027-01-04,Guerrero,Depresión,general,13
2027-01-04,Guerrero,Depresión,hombres,5
2027-01-04,Guerrero,Depresión,mujeres,36
2027-01-11,Guerrero,Depresión,general,32
2027-01-11,Guerrero,Depresión,hombres,14
2027-01-11,Guerrero,Depresión,mujeres,38
2027-01-18,Guerrero,Depresión,general,33
2027-01-18,Guerrero,Depresión,hombres,17
2027-01-18,Guerrero,Depresión,mujeres,51
2027-01-25,Guerrero,Depresión,general,32
2027-01-25,Guerrero,Depresión,hombres,14
2027-01-25,Guerrero,Depresión,mujeres,55
2026-02-02,Hidalgo,Depresión,general,72
2026-02-02,Hidalgo,Depresión,hombres,19
2026-02-02,Hidalgo,Depresión,mujeres,57
2026-02-09,Hidalgo,Depresión,general,69
2026-02-09,Hidalgo,Depresión,hombres,15
2026-02-09,Hidalgo,Depresión,mujeres,59
2026-02-16,Hidalgo,Depresión,general,78
2026-02-16,Hidalgo,Depresión,hombres,16
2026-02-16,Hidalgo,Depresión,mujeres,56
2026-02-23,Hidalgo,Depresión,general,62
2026-02-23,Hidalgo,Depresión,hombres,11
2026-02-23,Hidalgo,Depresión,mujeres,46
2026-03-02,Hidalgo,Depresión,general,58
2026-03-02,Hidalgo,Depresión,hombres,14
2026-03-02,Hidalgo,Depresión,mujeres,54
2026-03-09,Hidalgo,Depresión,general,74
2026-03-09,Hidalgo,Depresión,hombres,14
2026-03-09,Hidalgo,Depresión,mujeres,64
2026-03-16,Hidalgo,Depresión,general,86
2026-03-16,Hidalgo,Depresión,hombres,14
2026-03-16,Hidalgo,Depresión,mujeres,50
2026-03-23,Hidalgo,Depresión,general,62
2026-03-23,Hidalgo,Depresión,hombres,13
2026-03-23,Hidalgo,Depresión,mujeres,69
2026-03-30,Hidalgo,Depresión,general,73
2026-03-30,Hidalgo,Depresión,hombres,11
2026-03-30,Hidalgo,Depresión,mujeres,45
2026-04-06,Hidalgo,Depresión,general,53
2026-04-06,Hidalgo,Depresión,hombres,9
2026-04-06,Hidalgo,Depresión,mujeres,49
2026-04-13,Hidalgo,Depresión,general,61
2026-04-13,Hidalgo,Depresión,hombres,9
2026-04-13,Hidalgo,Depresión,mujeres,53
2026-04-20,Hidalgo,Depresión,general,71
2026-04-20,Hidalgo,Depresión,hombres,15
2026-04-20,Hidalgo,Depresión,mujeres,54
2026-04-27,Hidalgo,Depresión,general,77
2026-04-27,Hidalgo,Depresión,hombres,10
2026-04-27,Hidalgo,Depresión,mujeres,51
2026-05-04,Hidalgo,Depresión,general,82
2026-05-04,Hidalgo,Depresión,hombres,12
2026-05-04,Hidalgo,Depresión,mujeres,52
2026-05-11,Hidalgo,Depresión,general,81
2026-05-11,Hidalgo,Depresión,hombres,14
2026-05-11,Hidalgo,Depresión,mujeres,43
2026-05-18,Hidalgo,Depresión,general,69
2026-05-18,Hidalgo,Depresión,hombres,15
2026-05-18,Hidalgo,Depresión,mujeres,54
2026-05-25,Hidalgo,Depresión,general,76
2026-05-25,Hidalgo,Depresión,hombres,13
2026-05-25,Hidalgo,Depresión,mujeres,60
2026-06-01,Hidalgo,Depresión,general,77
2026-06-01,Hidalgo,Depresión,hombres,17
2026-06-01,Hidalgo,Depresión,mujeres,57
2026-06-08,Hidalgo,Depresión,general,84
2026-06-08,Hidalgo,Depresión,hombres,16
2026-06-08,Hidalgo,Depresión,mujeres,60
2026-06-15,Hidalgo,Depresión,general,68
2026-06-15,Hidalgo,Depresión,hombres,15
2026-06-15,Hidalgo,Depresión,mujeres,62
2026-06-22,Hidalgo,Depresión,general,83
2026-06-22,Hidalgo,Depresión,hombres,12
2026-06-22,Hidalgo,Depresión,mujeres,62
2026-06-29,Hidalgo,Depresión,general,70
2026-06-29,Hidalgo,Depresión,hombres,9
2026-06-29,Hidalgo,Depresión,mujeres,55
2026-07-06,Hidalgo,Depresión,general,71
2026-07-06,Hidalgo,Depresión,hombres,8
2026-07-06,Hidalgo,Depresión,mujeres,62
2026-07-13,Hidalgo,Depresión,general,57
2026-07-13,Hidalgo,Depresión,hombres,15
2026-07-13,Hidalgo,Depresión,mujeres,60
2026-07-20,Hidalgo,Depresión,general,64
2026-07-20,Hidalgo,Depresión,hombres,12
2026-07-20,Hidalgo,Depresión,mujeres,56
2026-07-27,Hidalgo,Depresión,general,74
2026-07-27,Hidalgo,Depresión,hombres,13
2026-07-27,Hidalgo,Depresión,mujeres,62
2026-08-03,Hidalgo,Depresión,general,60
2026-08-03,Hidalgo,Depresión,hombres,10
2026-08-03,Hidalgo,Depresión,mujeres,53
2026-08-10,Hidalgo,Depresión,general,70
2026-08-10,Hidalgo,Depresión,hombres,8
2026-08-10,Hidalgo,Depresión,mujeres,50
2026-08-17,Hidalgo,Depresión,general,85
2026-08-17,Hidalgo,Depresión,hombres,10
2026-08-17,Hidalgo,Depresión,mujeres,53
2026-08-24,Hidalgo,Depresión,general,86
2026-08-24,Hidalgo,Depresión,hombres,8
2026-08-24,Hidalgo,Depresión,mujeres,51
2026-08-31,Hidalgo,Depresión,general,73
2026-08-31,Hidalgo,Depresión,hombres,10
2026-08-31,Hidalgo,Depresión,mujeres,45
2026-09-07,Hidalgo,Depresión,general,83
2026-09-07,Hidalgo,Depresión,hombres,13
2026-09-07,Hidalgo,Depresión,mujeres,64
2026-09-14,Hidalgo,Depresión,general,90
2026-09-14,Hidalgo,Depresión,hombres,8
2026-09-14,Hidalgo,Depresión,mujeres,57
2026-09-21,Hidalgo,Depresión,general,88
2026-09-21,Hidalgo,Depresión,hombres,12
2026-09-21,Hidalgo,Depresión,mujeres,50
2026-09-28,Hidalgo,Depresión,general,84
2026-09-28,Hidalgo,Depresión,hombres,11
2026-09-28,Hidalgo,Depresión,mujeres,76
2026-10-05,Hidalgo,Depresión,general,79
2026-10-05,Hidalgo,Depresión,hombres,13
2026-10-05,Hidalgo,Depresión,mujeres,53
2026-10-12,Hidalgo,Depresión,general,85
2026-10-12,Hidalgo,Depresión,hombres,11
2026-10-12,Hidalgo,Depresión,mujeres,50
2026-10-19,Hidalgo,Depresión,general,77
2026-10-19,Hidalgo,Depresión,hombres,12
2026-10-19,Hidalgo,Depresión,mujeres,63
2026-10-26,Hidalgo,Depresión,general,90
2026-10-26,Hidalgo,Depresión,hombres,10
2026-10-26,Hidalgo,Depresión,mujeres,57
2026-11-02,Hidalgo,Depresión,general,68
2026-11-02,Hidalgo,Depresión,hombres,15
2026-11-02,Hidalgo,Depresión,mujeres,43
2026-11-09,Hidalgo,Depresión,general,72
2026-11-09,Hidalgo,Depresión,hombres,10
2026-11-09,Hidalgo,Depresión,mujeres,47
2026-11-16,Hidalgo,Depresión,general,55
2026-11-16,Hidalgo,Depresión,hombres,12
2026-11-16,Hidalgo,Depresión,mujeres,56
2026-11-23,Hidalgo,Depresión,general,49
2026-11-23,Hidalgo,Depresión,hombres,12
2026-11-23,Hidalgo,Depresión,mujeres,46
2026-11-30,Hidalgo,Depresión,general,43
2026-11-30,Hidalgo,Depresión,hombres,6
2026-11-30,Hidalgo,Depresión,mujeres,33
2026-12-07,Hidalgo,Depresión,general,57
2026-12-07,Hidalgo,Depresión,hombres,13
2026-12-07,Hidalgo,Depresión,mujeres,44
2026-12-14,Hidalgo,Depresión,general,54
2026-12-14,Hidalgo,Depresión,hombres,8
2026-12-14,Hidalgo,Depresión,mujeres,40
2026-12-21,Hidalgo,Depresión,general,47
2026-12-21,Hidalgo,Depresión,hombres,6
2026-12-21,Hidalgo,Depresión,mujeres,29
2026-12-28,Hidalgo,Depresión,general,41
2026-12-28,Hidalgo,Depresión,hombres,9
2026-12-28,Hidalgo,Depresión,mujeres,13
2027-01-04,Hidalgo,Depresión,general,45
2027-01-04,Hidalgo,Depresión,hombres,11
2027-01-04,Hidalgo,Depresión,mujeres,24
2027-01-11,Hidalgo,Depresión,general,80
2027-01-11,Hidalgo,Depresión,hombres,11
2027-01-11,Hidalgo,Depresión,mujeres,40
2027-01-18,Hidalgo,Depresión,general,81
2027-01-18,Hidalgo,Depresión,hombres,13
2027-01-18,Hidalgo,Depresión,mujeres,55
2027-01-25,Hidalgo,Depresión,general,86
2027-01-25,Hidalgo,Depresión,hombres,15
2027-01-25,Hidalgo,Depresión,mujeres,54
2026-02-02,Jalisco,Depresión,general,150
2026-02-02,Jalisco,Depresión,hombres,56
2026-02-02,Jalisco,Depresión,mujeres,72
2026-02-09,Jalisco,Depresión,general,218
2026-02-09,Jalisco,Depresión,hombres,63
2026-02-09,Jalisco,Depresión,mujeres,149
2026-02-16,Jalisco,Depresión,general,237
2026-02-16,Jalisco,Depresión,hombres,72
2026-02-16,Jalisco,Depresión,mujeres,146
2026-02-23,Jalisco,Depresión,general,306
2026-02-23,Jalisco,Depresión,hombres,76
2026-02-23,Jalisco,Depresión,mujeres,194
2026-03-02,Jalisco,Depresión,general,225
2026-03-02,Jalisco,Depresión,hombres,80
2026-03-02,Jalisco,Depresión,mujeres,172
2026-03-09,Jalisco,Depresión,general,237
2026-03-09,Jalisco,Depresión,hombres,82
2026-03-09,Jalisco,Depresión,mujeres,171
2026-03-16,Jalisco,Depresión,general,196
2026-03-16,Jalisco,Depresión,hombres,66
2026-03-16,Jalisco,Depresión,mujeres,128
2026-03-23,Jalisco,Depresión,general,163
2026-03-23,Jalisco,Depresión,hombres,68
2026-03-23,Jalisco,Depresión,mujeres,128
2026-03-30,Jalisco,Depresión,general,157
2026-03-30,Jalisco,Depresión,hombres,83
2026-03-30,Jalisco,Depresión,mujeres,147
2026-04-06,Jalisco,Depresión,general,143
2026-04-06,Jalisco,Depresión,hombres,82
2026-04-06,Jalisco,Depresión,mujeres,175
2026-04-13,Jalisco,Depresión,general,189
2026-04-13,Jalisco,Depresión,hombres,82
2026-04-13,Jalisco,Depresión,mujeres,139
2026-04-20,Jalisco,Depresión,general,157
2026-04-20,Jalisco,Depresión,hombres,76
2026-04-20,Jalisco,Depresión,mujeres,136
2026-04-27,Jalisco,Depresión,general,188
2026-04-27,Jalisco,Depresión,hombres,91
2026-04-27,Jalisco,Depresión,mujeres,130
2026-05-04,Jalisco,Depresión,general,199
2026-05-04,Jalisco,Depresión,hombres,69
2026-05-04,Jalisco,Depresión,mujeres,129
2026-05-11,Jalisco,Depresión,general,202
2026-05-11,Jalisco,Depresión,hombres,78
2026-05-11,Jalisco,Depresión,mujeres,154
2026-05-18,Jalisco,Depresión,general,194
2026-05-18,Jalisco,Depresión,hombres,61
2026-05-18,Jalisco,Depresión,mujeres,146
2026-05-25,Jalisco,Depresión,general,224
2026-05-25,Jalisco,Depresión,hombres,60
2026-05-25,Jalisco,Depresión,mujeres,145
2026-06-01,Jalisco,Depresión,general,197
2026-06-01,Jalisco,Depresión,hombres,66
2026-06-01,Jalisco,Depresión,mujeres,146
2026-06-08,Jalisco,Depresión,general,189
2026-06-08,Jalisco,Depresión,hombres,78
2026-06-08,Jalisco,Depresión,mujeres,154
2026-06-15,Jalisco,Depresión,general,195
2026-06-15,Jalisco,Depresión,hombres,68
2026-06-15,Jalisco,Depresión,mujeres,121
2026-06-22,Jalisco,Depresión,general,192
2026-06-22,Jalisco,Depresión,hombres,87
2026-06-22,Jalisco,Depresión,mujeres,186
2026-06-29,Jalisco,Depresión,general,176
2026-06-29,Jalisco,Depresión,hombres,90
2026-06-29,Jalisco,Depresión,mujeres,173
2026-07-06,Jalisco,Depresión,general,185
2026-07-06,Jalisco,Depresión,hombres,60
2026-07-06,Jalisco,Depresión,mujeres,173
2026-07-13,Jalisco,Depresión,general,192
2026-07-13,Jalisco,Depresión,hombres,80
2026-07-13,Jalisco,Depresión,mujeres,99
2026-07-20,Jalisco,Depresión,general,208
2026-07-20,Jalisco,Depresión,hombres,93
2026-07-20,Jalisco,Depresión,mujeres,147
2026-07-27,Jalisco,Depresión,general,204
2026-07-27,Jalisco,Depresión,hombres,80
2026-07-27,Jalisco,Depresión,mujeres,111
2026-08-03,Jalisco,Depresión,general,226
2026-08-03,Jalisco,Depresión,hombres,64
2026-08-03,Jalisco,Depresión,mujeres,119
2026-08-10,Jalisco,Depresión,general,212
2026-08-10,Jalisco,Depresión,hombres,60
2026-08-10,Jalisco,Depresión,mujeres,116
2026-08-17,Jalisco,Depresión,general,199
2026-08-17,Jalisco,Depresión,hombres,71
2026-08-17,Jalisco,Depresión,mujeres,124
2026-08-24,Jalisco,Depresión,general,223
2026-08-24,Jalisco,Depresión,hombres,82
2026-08-24,Jalisco,Depresión,mujeres,123
2026-08-31,Jalisco,Depresión,general,194
2026-08-31,Jalisco,Depresión,hombres,61
2026-08-31,Jalisco,Depresión,mujeres,138
2026-09-07,Jalisco,Depresión,general,220
2026-09-07,Jalisco,Depresión,hombres,50
2026-09-07,Jalisco,Depresión,mujeres,142
2026-09-14,Jalisco,Depresión,general,179
2026-09-14,Jalisco,Depresión,hombres,62
2026-09-14,Jalisco,Depresión,mujeres,157
2026-09-21,Jalisco,Depresión,general,219
2026-09-21,Jalisco,Depresión,hombres,93
2026-09-21,Jalisco,Depresión,mujeres,129
2026-09-28,Jalisco,Depresión,general,213
2026-09-28,Jalisco,Depresión,hombres,88
2026-09-28,Jalisco,Depresión,mujeres,153
2026-10-05,Jalisco,Depresión,general,191
2026-10-05,Jalisco,Depresión,hombres,55
2026-10-05,Jalisco,Depresión,mujeres,110
2026-10-12,Jalisco,Depresión,general,163
2026-10-12,Jalisco,Depresión,hombres,77
2026-10-12,Jalisco,Depresión,mujeres,143
2026-10-19,Jalisco,Depresión,general,207
2026-10-19,Jalisco,Depresión,hombres,78
2026-10-19,Jalisco,Depresión,mujeres,160
2026-10-26,Jalisco,Depresión,general,206
2026-10-26,Jalisco,Depresión,hombres,71
2026-10-26,Jalisco,Depresión,mujeres,159
2026-11-02,Jalisco,Depresión,general,170
2026-11-02,Jalisco,Depresión,hombres,53
2026-11-02,Jalisco,Depresión,mujeres,136
2026-11-09,Jalisco,Depresión,general,186
2026-11-09,Jalisco,Depresión,hombres,71
2026-11-09,Jalisco,Depresión,mujeres,167
2026-11-16,Jalisco,Depresión,general,170
2026-11-16,Jalisco,Depresión,hombres,69
2026-11-16,Jalisco,Depresión,mujeres,123
2026-11-23,Jalisco,Depresión,general,181
2026-11-23,Jalisco,Depresión,hombres,57
2026-11-23,Jalisco,Depresión,mujeres,172
2026-11-30,Jalisco,Depresión,general,161
2026-11-30,Jalisco,Depresión,hombres,63
2026-11-30,Jalisco,Depresión,mujeres,115
2026-12-07,Jalisco,Depresión,general,200
2026-12-07,Jalisco,Depresión,hombres,70
2026-12-07,Jalisco,Depresión,mujeres,144
