disease_id,data_name,cohorte,entidad,sexo,motor_productivo,source
dengue,Dengue,dengue,Hidalgo,mujeres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Jalisco,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Jalisco,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Jalisco,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Michoacán,general,DeepAR,produccion_dengue
dengue,Dengue,dengue,Michoacán,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Michoacán,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Morelos,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Morelos,hombres,Prophet,produccion_dengue
dengue,Dengue,dengue,Morelos,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,México,general,DeepAR,produccion_dengue
dengue,Dengue,dengue,México,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,México,mujeres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Nacional,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Nacional,hombres,Prophet,produccion_dengue
dengue,Dengue,dengue,Nacional,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Nayarit,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Nayarit,hombres,Prophet,produccion_dengue
dengue,Dengue,dengue,Nayarit,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Nuevo León,general,DeepAR,produccion_dengue
dengue,Dengue,dengue,Nuevo León,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Nuevo León,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Oaxaca,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Oaxaca,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Oaxaca,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Puebla,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Puebla,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Puebla,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Querétaro,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Querétaro,hombres,Prophet,produccion_dengue
dengue,Dengue,dengue,Querétaro,mujeres,Prophet,produccion_dengue
dengue,Dengue,dengue,Quintana Roo,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Quintana Roo,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Quintana Roo,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,San Luis Potosí,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,San Luis Potosí,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,San Luis Potosí,mujeres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Sinaloa,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Sinaloa,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Sinaloa,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Sonora,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Sonora,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Sonora,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Tabasco,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Tabasco,hombres,Prophet,produccion_dengue
dengue,Dengue,dengue,Tabasco,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Tamaulipas,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Tamaulipas,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Tamaulipas,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Tlaxcala,general,DeepAR,produccion_dengue
dengue,Dengue,dengue,Tlaxcala,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Tlaxcala,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Veracruz,general,NBGLM,produccion_dengue
dengue,Dengue,dengue,Veracruz,hombres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Veracruz,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Yucatán,general,Prophet,produccion_dengue
dengue,Dengue,dengue,Yucatán,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Yucatán,mujeres,NBGLM,produccion_dengue
dengue,Dengue,dengue,Zacatecas,general,DeepAR,produccion_dengue
dengue,Dengue,dengue,Zacatecas,hombres,DeepAR,produccion_dengue
dengue,Dengue,dengue,Zacatecas,mujeres,DeepAR,produccion_dengue
